catalog_record_id,object_name,source_id,spectral_type,ra_deg,dec_deg,l_deg,b_deg,parallax,parallax_error,pmra,pmdec,ruwe,visibility_periods_used,phot_bp_rp_excess_factor,quality_pass,zero_point_boundary_flag,membership_probability,membership_probability_astrometric,membership_probability_mc_se,membership_basis,recovered_p_gt_0_5,gate_disposition_reason
51,A28,2067763080691028736,,308.56686,41.03877,80.11700955922808,0.46967358559225125,0.5156471578682693,0.017055664,-2.375493385521068,-4.888435826770945,1.2788516,26.0,1.4336123,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
52,ALS15123,2067784173274044928,,308.33757,41.29448,80.21933971545465,0.7607261793591287,0.5784096113311822,0.011692337,-2.607563699409395,-4.618924015585478,1.0336688,28.0,1.3473774,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
53,Cyg22D,2067781909827710720,,308.29217,41.21949,80.13876137187133,0.7435281531968566,0.5323689461027016,0.016036471,-2.2238592205047807,-4.517951099372955,1.1356093,26.0,1.4144851,True,False,0.3295,0.3295,0.004700316478706514,full_covariance_astrometric_mixture,False,missed automatically: cluster-field Monte Carlo posterior P=0.3295 <= 0.5
54,ALS15146,2067766791544561920,,308.52507,41.13587,80.17608275191601,0.552929255443443,0.4986659377174899,0.03267798,-1.782043742122033,-4.705153085187213,1.259581,28.0,1.437649,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
55,Cyg22E,2067781909827930624,,308.28937,41.21622,80.13487666387732,0.7432772159433807,0.640525017671983,0.015173092,-2.987749341897217,-4.823336427012901,1.119416,24.0,1.5382742,True,False,0.9918,0.9918,0.0009018181634897351,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
56,A29,2064739041458261120,,308.73357,40.63832,79.87155549380707,0.1290532687814741,0.6158387883865778,0.018049367,-2.5671071368797493,-4.37754405752029,1.1398395,26.0,1.4346585,True,False,0.9726,0.9726,0.001632459494137603,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
57,A41,2068155125305302144,,307.7849,42.04506,80.57929342729504,1.5380924829375107,0.731725792003149,0.033326905,-2.5750564000819995,-2.3222304494692816,2.439221,26.0,1.4058206,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=2.439 >= 1.4
58,ALS15144,2067782936320586240,,308.24847,41.25408,80.14702199188704,0.7905218258790323,0.5331907280538539,0.018098194,-2.7402063090590554,-4.358080211846901,1.2173748,24.0,1.430042,True,False,0.9494,0.9494,0.0021917946984149764,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
59,Cyg20,2067847502568383744,,307.95691,41.47403,80.19432446025345,1.0971588198226492,0.5448926411075683,0.011306873,-2.985404192769401,-4.289105093154848,0.896272,27.0,1.2816503,True,False,0.988,0.988,0.0010888526071052963,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
60,ALS15133,2067840149584105344,,307.82637,41.35603,80.04125285031331,1.106350942360699,0.5859040533671683,0.01741342,-2.5323942374377872,-4.179465219885988,1.1326814,27.0,1.4244819,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
61,ALS15145,2067766379225921152,,308.52025,41.08692,80.134645720716,0.5266168022220817,0.5655447074637932,0.014015691,-2.446114672618105,-4.8155348706499925,1.2405435,28.0,1.3908052,True,False,0.903,0.903,0.002959577672574247,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
62,J20301838+4053466,2067793351620401024,,307.57664,40.89627,79.55889662018595,0.9872781646770031,0.562003381588059,0.01641078,-3.101274172562963,-4.137879168809185,1.1560656,27.0,1.4518712,True,False,0.995,0.995,0.0007053367989832945,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
63,Tyc3156-998-1,2067625637438421248,,307.12661,41.09141,79.51781261192858,1.3768592631799645,0.5980919505817417,0.018804021,-3.34049094596452,-4.518158128342551,1.0637828,25.0,1.4338492,True,False,0.4619,0.4619,0.004985462766885337,full_covariance_astrometric_mixture,False,missed automatically: cluster-field Monte Carlo posterior P=0.4619 <= 0.5
64,WR144,2067824545964503168,,308.01258,41.25569,80.04308261788266,0.9342165232804985,0.5264996666276697,0.020990252,-2.6357539948292894,-4.314887451728841,1.3704264,27.0,1.4498316,True,False,0.9438,0.9438,0.0023030753352854096,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
65,WR145,2067745076187793024,,308.02616,40.8082,79.68860227244036,0.660863004439242,0.5541823010519951,0.017030012,-2.8916908827212433,-4.2036954083968165,1.0412666,27.0,1.430444,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
66,J20322615+4057194,2067769574681275904,,308.10896,40.95541,79.84420378420289,0.6977295939174856,0.8023860411345636,0.04340417,-5.265772069318656,-14.040107035456959,0.9907746,26.0,1.35536,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
67,J20324719+4117500,2067830185260341504,,308.1966,41.29724,80.15857464179238,0.8475192935552804,0.563482456851875,0.019023702,-2.9681642842257103,-4.258864648122026,1.1562457,27.0,1.4273114,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
68,J20324863+4114298,2067782700101719808,,308.20261,41.24163,80.1165215344935,0.8108539398118448,0.5674962020531221,0.017148942,-2.9021632782533144,-3.9595619945747518,1.1862427,27.0,1.4764602,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
69,J20325904+4117589,2067784723027769728,,308.24599,41.29973,80.18262484041368,0.8191509997012429,0.55666516103469,0.027293915,-2.0828144715914094,-4.344790021957955,1.3974193,27.0,1.3874916,True,False,0.9136,0.9136,0.0028095380403190848,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
70,J20325976+4114196,2067782837540661248,,308.24898,41.23881,80.13497110462845,0.781130609545463,0.5700601232451803,0.01802128,-2.353851568278696,-4.1218878046864695,1.3774836,27.0,1.4392042,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
71,J20332563+4115247,2067783524735406336,,308.3568,41.25689,80.19774736577256,0.7267366590536849,0.5697006064741634,0.015808027,-2.6363211833583593,-4.480725742475927,1.1054283,28.0,1.4005202,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
72,ALS15180,2067879354045188992,,308.32744,41.41371,80.31063393609837,0.8378042352211671,0.5540329497354347,0.014094073,-2.311831286372079,-4.087971679732513,1.0340023,26.0,1.3973869,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
73,A22,2067751604537938688,,308.29709,40.70938,79.73093235154684,0.43705292721715555,0.5245408566186514,0.018896293,-2.473876986720823,-5.111410506539331,1.2252113,28.0,1.4727335,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
74,ALS15169,2067780397999213952,,308.32252,41.21076,80.145325899661,0.7199838689238013,0.609081263834969,0.012194959,-2.6949495449467986,-4.458941078846299,1.082479,26.0,1.4106896,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
75,ALS15147,2067766276146708608,,308.49688,41.09391,80.12974277686756,0.5449256239020079,0.5685829241803425,0.01316613,-2.4355452382333724,-4.6574395307433605,1.169502,27.0,1.3677194,True,False,0.989,0.989,0.001043024448419116,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
76,Cyg4B,2067835682818358400,,308.05759,41.45333,80.22382078921842,1.0278998494179303,0.5677534793686149,0.015594214,-2.8762382942769733,-0.9478946506888151,1.0710746,24.0,1.3629372,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
77,J20323951+4052475,2067768195993175936,,308.16461,40.87985,79.80841481805622,0.6190346092830182,0.6043333660152838,0.022357522,-2.7304486533157823,-4.821364773546436,1.384686,25.0,1.4426736,True,False,0.9982,0.9982,0.00042388205906832433,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
78,A30,2067826332670106112,,307.84208,41.2008,79.92294993936825,1.0051371269499985,0.5729802759177572,0.013355504,-3.385215548612038,-4.477852612895265,1.207405,27.0,1.3895732,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
79,J20321568+4046170,2067743976676134784,,308.06533,40.77139,79.6765273502289,0.6151550287560009,0.5882139444390877,0.0145869525,-2.4611561818822993,-4.467483355912801,1.1758814,25.0,1.4112552,True,False,0.9916,0.9916,0.0009126576576131909,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
80,J20292449+4052599,2067429168454304896,,307.35205,40.88328,79.44864749981005,1.117054956420245,0.5811491941499368,0.013774532,-2.2089380159277625,-3.701636446280512,1.1483727,28.0,1.406312,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
81,A33,2067768372090380800,,308.14575,40.87749,79.79804388652755,0.629109887570608,0.5535639098640871,0.018226942,-2.6785710059033248,-4.878751849472156,1.2910594,24.0,1.4261637,True,False,0.7419,0.7419,0.004375892937447168,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
82,Cyg2,2067845887660714880,,307.84178,41.52455,80.18408264140346,1.1965638386695576,0.5775946794383636,0.011343535,-2.526799157223014,-4.844260262259429,1.0431632,27.0,1.288347,True,False,0.9538,0.9538,0.0020991798398422184,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
83,J20330526+4143367,2067934394049131520,,308.27193,41.72687,80.53767956629937,1.057494130103649,0.5652130908965439,0.011493816,-2.4818755171968663,-3.9408798136998935,0.9873602,28.0,1.3703437,True,False,0.9972,0.9972,0.0005284089325512983,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
84,J20331870+4059379,2067759056302388992,,308.32791,40.99385,79.97343406578517,0.5876125930644329,0.5909734329067123,0.019048257,-2.6614281703884948,-4.593881605127888,1.4392605,25.0,1.4106438,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.439 >= 1.4
85,J20272099+4121262,2067691195819277056,,306.83748,41.35726,79.60710860821487,1.7085131315091835,0.5126309693189559,0.01234963,-3.0066902188460074,-5.174542716737445,1.1771659,27.0,1.3635665,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
86,Cyg25B,2067928110510738432,,308.35652,41.5575,80.43940120932065,0.9058202719953335,0.6651170957626089,0.024601355,-2.637419656792396,-3.903119320267397,1.2321151,25.0,2.312762,True,False,0.9295,0.9295,0.0025598779267769784,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
87,J20282772+4104018,2067625195062093312,,307.11552,41.06717,79.49324326436935,1.3694779145270417,0.5848068627706646,0.016663633,-2.7667599186843543,-4.7707086943350525,1.364786,26.0,1.3894225,True,False,0.144,0.144,0.00351089732119867,full_covariance_astrometric_mixture,False,missed automatically: cluster-field Monte Carlo posterior P=0.1440 <= 0.5
88,J20330661+4121131,2067784967844456192,,308.27755,41.35365,80.24007801993098,0.8321605748069194,0.5754283804559832,0.014339554,-2.373350656586798,-4.233201027703694,1.4287516,27.0,1.3849789,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.429 >= 1.4
89,A45,2067810183593068160,,307.44447,41.08565,79.65348836493364,1.1793054531323641,0.621480717205834,0.01671418,-2.909543917870326,-4.281523593834407,1.2431805,27.0,1.3319646,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
90,BD+404223,2067771533186357888,,308.16274,41.00216,79.90599515866032,0.6927965694751393,0.5624111812872944,0.018142635,-2.841994781781341,-4.8042607163182485,0.9912269,27.0,1.4251617,True,False,0.995,0.995,0.0007053367989832945,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
91,Cyg18,2067780947755025920,,308.37829,41.2563,80.20689782111297,0.7134070809772248,0.5206158511332365,0.01863747,-2.4652235155698143,-4.170804446118153,1.1433439,27.0,1.4230642,True,False,0.9583,0.9583,0.0019990275135675336,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
92,A23,2067813005390784896,,307.66542,41.14689,79.80094659659423,1.0807008006913696,0.5496794006988982,0.01709544,-2.913511186149094,-3.9705087289093512,0.95284826,25.0,1.4250131,True,False,0.9971,0.9971,0.0005377350648786086,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
93,A34,2068142755799441536,,307.90384,42.02271,80.61344241896761,1.453605209517299,0.6176436929688719,0.015902981,-2.3058276486723503,-2.787265445034639,1.1353606,27.0,1.3704674,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
94,A12,2064748559105788160,,308.40923,40.6851,79.76206396080552,0.35430220386918304,0.5429943344373127,0.02076412,-2.843272217523494,-4.476244552029763,0.9991123,28.0,1.5158858,True,False,0.9964,0.9964,0.0005989190262464574,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
95,A27,2064757703093913984,,308.68632,40.86298,80.03006556592754,0.2922424249598249,0.5732180840136457,0.017431948,-2.616101727150847,-4.1742300655505975,1.0297338,26.0,1.4426733,True,False,0.9987,0.9987,0.00036032069049666963,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
96,Cyg19,2067877910936163968,,308.41293,41.32389,80.2766869648179,0.7327723853621382,0.6339172765088792,0.020099582,-2.9517788229504824,-4.321426162147675,1.4328045,25.0,1.3878326,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.433 >= 1.4
97,J20323882+4058467,2067769845260237568,,308.16174,40.97965,79.88743375634664,0.6800390235885974,0.5777072060391885,0.01801113,-2.9990962123651483,-4.185082900805515,1.2509755,27.0,1.4255759,True,False,0.9999,0.9999,9.999499987498824e-05,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
98,J20333822+4053412,2067754731274151424,,308.40924,40.89477,79.93043617908077,0.4792553781567627,0.5353324634152797,0.01719337,-2.006019853179808,-4.752350518028621,1.0694648,25.0,1.4036814,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
99,J20273787+4115468,2067642920388313600,,306.90781,41.263,79.56116477276554,1.6107081792401883,0.5949755148352008,0.01707302,-2.887802119930134,-4.0673242218415915,1.3047811,26.0,1.419985,True,False,0.9886,0.9886,0.0010616044461097536,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
100,J20301097+4120088,2068007687667323904,,307.54571,41.33578,79.90070121905258,1.2646505219361046,0.5931774901504316,0.015598927,-3.131429763937774,-3.640963628243393,1.6164668,28.0,1.4443722,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.616 >= 1.4
101,J20323968+4050418,2067768097212457344,,308.16533,40.84479,79.78052087512084,0.5977816076558633,0.5360921490638448,0.015543965,-2.9618142813883113,-4.495791984704204,1.226255,25.0,1.3853068,True,False,0.7538,0.7538,0.004307964252405073,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
102,J20332099+4135518,2067929862860202752,,308.33747,41.59773,80.46299240649185,0.9413052126198096,0.5901974811376066,0.011473335,-2.5530158766969233,-3.759905545577115,1.2041944,27.0,1.4209926,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
103,Cyg21,2067837263366481536,,308.11557,41.48118,80.27053228945658,1.0056293607582691,0.5677498067892305,0.010351144,-2.2552104282464502,-4.119494846656084,0.83227867,26.0,1.2673261,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
104,J20305552+4054541,2067795752502969472,,307.73132,40.91501,79.64292006365781,0.9038492297994773,0.5730133988846715,0.013560866,-3.0962888255117234,-4.468022826565015,1.0543934,25.0,1.3793635,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
105,A42,2067816681882846464,,307.48755,41.16495,79.73674961995721,1.1996201370893544,0.5777237675117889,0.0127229225,-3.06791619734952,-4.607012849732757,1.1031142,27.0,1.3504467,True,False,0.999,0.999,0.0003160696125855823,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
106,J20305111+4120218,2067842756625081856,,307.71298,41.33938,79.9775657778833,1.165256032026464,0.5692840318363132,0.011188353,-2.8825474540932694,-4.148231130620375,1.1305873,28.0,1.4473474,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
107,MT91-426,2067781944187448704,,308.29308,41.21844,80.13835325292571,0.7421332912641413,1.0681861576289988,0.03476031,5.694443722381985,-3.432549294919811,1.1035224,24.0,1.3086398,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
108,ALS15181,2067778783091509888,,308.29609,41.17556,80.10520105304884,0.715029291319224,0.5806317682556429,0.0119330995,-2.7204547946742177,-4.3728067664265975,1.1534646,27.0,1.4404469,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
109,ALS15160,2067779779523905792,,308.42642,41.19599,80.18002400782203,0.6483947056129508,0.5909403073392546,0.015053226,-2.6013971294537184,-4.707335581602225,1.1608996,28.0,1.3946557,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
110,BD+404185,2067421304373639552,,307.06446,40.63884,79.12289415607395,1.1506932187094145,0.544941898558372,0.014716716,-1.6954696071613466,-4.8587413619425,1.329254,26.0,1.2401079,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
111,ALS15191,2067772048582426240,,308.2455,41.075,80.00168809654804,0.6858574457930603,0.5666449178152851,0.014005513,-2.385399782776953,-4.665692894228001,1.1677989,26.0,1.4310002,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
112,J20294060+4109585,2067811768440282880,,307.41917,41.16626,79.70757839712138,1.2420527266766652,0.5923050579707195,0.011217567,-2.991254680848952,-4.055101143438236,0.9774702,26.0,1.3438072,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
113,MT91-187,2067835438000806016,,308.01569,41.41957,80.17651878250608,1.029399979214276,0.5723334306826289,0.011280304,-2.6255088154954467,-4.345454017868839,1.1368477,28.0,1.3397048,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
114,J20322651+4119138,2067830833796676352,,308.11044,41.32051,80.13887889683136,0.913417782973089,0.5652981220786438,0.010871872,-2.9123444243953855,-4.855781176172343,1.0400223,28.0,1.3525246,True,False,0.993,0.993,0.0008337265738837887,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
115,J20334884+4119406,2067875024718082816,,308.45351,41.32793,80.29810482200295,0.7107205662057634,0.5817992064302747,0.011644092,-2.4020887494154644,-4.499354774451346,1.0799426,25.0,1.3431782,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
116,J20321381+4127414,2067835781598188160,,308.05753,41.4615,80.22889445872042,1.0289823852564262,0.6391792845118682,0.018584326,-2.528106280324934,-3.985104646632722,1.6929032,25.0,1.2952305,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.693 >= 1.4
117,J20314885+4038001,2067735760399789568,,307.95354,40.63335,79.51509734434075,0.6016675345886688,0.5732823584479186,0.010453536,-2.951109224125942,-5.336093231321007,1.1134132,28.0,1.3684567,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
118,Cyg26,2067875127797303040,,308.4493,41.34483,80.30977920578691,0.723331427962779,0.5491576127625829,0.021264547,-2.8064387194322724,-4.725938082909044,1.5695941,24.0,1.3817493,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.570 >= 1.4
119,J20281539+4044046,2067424053152797568,,307.06413,40.73461,79.2005193998105,1.2068090770929978,0.49692486477284975,0.011972984,-1.9570136019030668,-4.184711503613969,1.0562351,26.0,1.3271703,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
120,J20310700+4035537,2067734901406331776,,307.77919,40.59825,79.40855473914597,0.6876781635469384,0.5981703966035841,0.011357627,-3.1167648994478294,-4.521251779829225,1.0980368,28.0,1.3848906,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
121,ALS15151,2067766684167207424,,308.51812,41.13553,80.1726896650485,0.5569280195435727,0.5596508287998758,0.013569773,-1.941939177539108,-4.517577205816203,1.1109098,28.0,1.3931329,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
122,J20331548+4127331,2067926598685455744,,308.31454,41.45919,80.34143281610609,0.8726470973032248,0.5670760075622359,0.012292956,-2.6100456810295185,-3.9711594499662457,1.0944114,26.0,1.3391804,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
123,ALS15158,2067767337001802496,,308.44504,41.13384,80.13848706812396,0.6000885645831651,0.6029672368577601,0.016654817,-2.013015455206955,-4.635663981302979,1.2870965,28.0,1.369769,True,False,0.9705,0.9705,0.0016920328011004978,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
124,BD+404210,2067734012352626816,,307.76941,40.51581,79.33761916895057,0.6450086586246083,0.6057182750096413,0.021084089,-3.2610174443185747,-4.681650521756778,0.94087845,25.0,1.4806514,True,False,0.6568,0.6568,0.004747775900355871,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
125,J20303833+4010538,2067342448773511680,,307.65971,40.18162,79.01841628812248,0.5154367574349581,0.6889955216764962,0.014236963,-0.04019571082684803,-3.9634209727884406,1.1645205,28.0,1.4151417,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
126,J20273982+4040384,2067610042417228416,,306.91593,40.67732,79.08843912059774,1.2646776938787365,0.5233010030767209,0.01256844,-2.835684254432698,-5.264299838685016,1.1116796,25.0,1.2724708,,,,,,,False,missed automatically: posterior below the P>0.05 soft-output floor
127,J20303297+4044024,2067786475373617280,,307.63736,40.734,79.45476680140061,0.8546095169855198,0.7457111957069527,0.028228419,-3.8731945895443785,-4.082691960186241,2.0649,26.0,1.3430707,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=2.065 >= 1.4
128,J20331046+4120574,2067785272785269888,,308.2936,41.34927,80.2437235099027,0.8198695722064853,0.5716397689122371,0.02177276,-2.823152344901098,-5.063467448911137,1.9923569,26.0,1.388922,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.992 >= 1.4
129,J20321460+4122330,2067834342788541056,,308.06083,41.37586,80.1613689671265,0.9762263003715974,0.5798518195729544,0.01425918,-2.8241270447903486,-4.693843841260481,1.28156,28.0,1.3516573,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
130,J20322135+4118354,2067830941174419968,,308.08894,41.30985,80.12072491594958,0.9200983220518238,0.5717216267396851,0.014705082,-2.797708276591187,-4.160078244806517,1.0375836,27.0,1.369569,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
131,J20323886+4125208,2067833204623425280,,308.16193,41.42245,80.24387454285362,0.9428145361936284,0.5996790516546139,0.0126167005,-2.686331240475977,-3.9960063004265276,1.0883998,25.0,1.2945666,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
132,J20325075+4115022,2067783078058841600,,308.21145,41.25061,80.12768733862114,0.8108401056111005,0.5774598765178033,0.012290648,-2.473125545845122,-4.671931154540969,1.2145472,28.0,1.4187497,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
133,J20325667+4123408,2067832246844656768,,308.2361,41.39469,80.25458866369151,0.8815741466892476,0.5898777906128039,0.011070321,-2.8371013605100535,-4.3379552559523304,1.0236256,24.0,1.3206502,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
134,J20330441+4117089,2067784521167847424,,308.26839,41.28582,80.18145412330325,0.7973522549862517,0.5852573061470379,0.012574455,-2.6176071008687662,-4.510441069820841,1.1866901,27.0,1.3870064,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
135,J20330519+4117512,2067784555527587072,,308.27162,41.29757,80.19233753813107,0.8023908959291364,0.5755544337872028,0.011125131,-2.7359192976262596,-4.3448000737364065,1.0660172,27.0,1.361281,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
136,J20331914+4117449,2067783799613328768,,308.32976,41.29583,80.21693430221197,0.7662464941764529,0.5808076520541857,0.013546586,-2.722250337250573,-4.23980798403598,1.0776194,28.0,1.3665432,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
137,Cyg66,2067780432358951296,,308.3468,41.22834,80.1703292085036,0.7157763049300194,0.587588474304529,0.01312391,-2.715274204523216,-4.318226574590367,1.1294148,25.0,1.424695,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
138,J20332334+4120171,2067784383729101696,,308.34725,41.33811,80.25872758749355,0.7808610384447651,0.5722074412664079,0.016583193,-2.6895112959426255,-4.522049346299625,1.2731469,25.0,1.3461081,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
139,J20342462+4126250,2067877498618793856,,308.60258,41.44032,80.45504993844837,0.6880881415452001,0.5911615068671117,0.013210223,-2.647206864244926,-4.088427588145562,1.0446166,27.0,1.3790122,True,False,1.0,1.0,0.0,full_covariance_astrometric_mixture,True,recovered automatically by 10000-draw full-covariance cluster-field posterior
140,J20313338+4122490,2067840974218090112,,307.88907,41.38028,80.08863078334112,1.0827211315135055,0.555164825345123,0.017640015,-2.5372927185250074,-4.079241619940589,1.455269,26.0,1.4114332,False,False,1.0,,,Berlanas2019_spectroscopic_member_manual_quality_exception,True,manual spectroscopic quality exception: RUWE=1.455 >= 1.4
