subgroup,family,R_V,alpha,calibration_lower_Msun,calibration_upper_Msun,window_status,absolute_95_edge_Msun,relative_95_plateau_edge_Msun_diagnostic,bright_plateau_completeness,raw_calibration_sources,membership_weighted_calibration_sources,observed_count_method,truth_age_nodes_Myr,truth_age_prior_weights,truth_age_log_marginal_likelihood,truth_age_posterior_weights,truth_age_posterior_mean_Myr,truth_age_prior_mean_Myr,truth_age_posterior_map_Myr,k_mle,k_median,k_lo68,k_hi68,k_lo95,k_hi95,poisson_chi_square,poisson_chi_square_df,poisson_chi_square_p,residual_spearman_rho,residual_trend_p,max_abs_pearson_residual,residual_gate_pass
CygOB2-C,PARSEC,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.794318181818182,319,256.93180664062504,membership_weighted_mass_posterior_soft_bins,[2.51188643],[1.],[-455.84646512],[1.],2.5118864315095824,2.511886431509583,2.5118864315095824,3161.4985894800425,2692.3109731706763,2490.31672628548,2896.368548334345,2293.473673349373,3104.570727838271,11.178747467225325,5,0.047948892884056855,0.2571428571428572,0.6227871720116619,2.734267271415423,True
CygOB2-A,PARSEC,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,3.5,0.8068643593189964,404,343.96351328125,membership_weighted_mass_posterior_soft_bins,[3.54813389 3.98107171],[0.22222222 0.77777778],[-611.83128236 -609.51611549],[0.02744 0.97256],3.9691918904954844,3.884863302601811,3.9810717055349696,1330.9306924854943,1269.2913628112028,1199.4437711019198,1339.9738566337267,1133.1258644669472,1407.896708184722,1.2292205489063877,5,0.942043520779144,0.2,0.7040000000000001,0.8524941600369226,True
CygOB2-A,PARSEC,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,3.5,0.8068643593189964,404,343.96351328125,membership_weighted_mass_posterior_soft_bins,[3.54813389 3.98107171],[0.22222222 0.77777778],[-611.5556749  -610.74476012],[0.1126776 0.8873224],3.9322893117744444,3.884863302601811,3.9810717055349696,1956.4220467549824,1821.7207352162573,1716.382335212301,1926.9978352281832,1617.9429699490286,2029.476948511402,5.037133478139888,5,0.4113652094066046,0.8285714285714287,0.04156268221574335,1.6699609382936544,False
CygOB2-A,PARSEC,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,3.5,0.8068643593189964,404,343.96351328125,membership_weighted_mass_posterior_soft_bins,[3.54813389 3.98107171],[0.22222222 0.77777778],[-613.48620192 -614.44201985],[0.42630446 0.57369554],3.796508384331762,3.884863302601811,3.9810717055349696,2860.2845963066607,2563.4282556339067,2400.2228464365116,2728.9214933842686,2253.5837357271407,2889.7522710460403,14.648036900590892,5,0.01197699878737473,0.8285714285714287,0.04156268221574335,2.9344048842227375,False
CygOB2-B,PARSEC,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,6.25,0.801515716374269,330,261.432653125,membership_weighted_mass_posterior_soft_bins,[2.81838293 3.16227766 3.54813389],[0.66666667 0.22222222 0.11111111],[-473.78738108 -470.68965293 -469.37245008],[0.04512252 0.33311819 0.62175929],3.3866699591817646,2.975887422251027,3.548133892335753,1361.7603028971557,1273.5491953350852,1189.2493540277533,1361.6569911069755,1114.0282864661224,1448.3716253305347,9.548202684653656,5,0.08909686489726108,-0.7714285714285715,0.07239650145772594,2.2717634530223783,True
CygOB2-B,PARSEC,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,6.25,0.801515716374269,330,261.432653125,membership_weighted_mass_posterior_soft_bins,[2.81838293 3.16227766 3.54813389],[0.66666667 0.22222222 0.11111111],[-471.25407802 -468.74356891 -467.61175001],[0.08720549 0.35786795 0.55492656],3.34641002554598,2.975887422251027,3.548133892335753,2032.97435209528,1838.6844862527075,1710.8966324513285,1975.0264874711038,1594.0531942289772,2106.4938116531375,7.940645217071727,5,0.15953726600977633,-0.7142857142857143,0.11078717201166179,2.275131607008859,True
CygOB2-B,PARSEC,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,6.25,0.801515716374269,330,261.432653125,membership_weighted_mass_posterior_soft_bins,[2.81838293 3.16227766 3.54813389],[0.66666667 0.22222222 0.11111111],[-469.95171401 -468.11342435 -467.12748293],[0.16939801 0.35493278 0.4756692 ],3.2875625025515047,2.975887422251027,3.548133892335753,2998.670215491369,2579.132075027713,2379.666173275181,2787.0632887257334,2194.061341776178,2987.480249265973,10.821776039482167,5,0.05503041421912216,0.08571428571428573,0.8717434402332361,2.492056262232009,True
CygOB2-C,PARSEC,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.7950529100529101,294,240.931246875,membership_weighted_mass_posterior_soft_bins,[1.77827941 1.99526231 2.23872114],[0.11111111 0.66666667 0.22222222],[-421.48764613 -418.37698556 -417.10584798],[0.00338319 0.45542931 0.5411875 ],2.1262850916846197,2.0252550641098748,2.238721138568338,1480.0691478996835,1363.4589361824908,1274.749321871766,1462.2820388445848,1189.1950041248335,1561.4943807939592,9.740208984737837,5,0.08293999889411176,-0.4285714285714286,0.3965014577259473,2.733989585651425,True
CygOB2-C,PARSEC,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.7950529100529101,294,240.931246875,membership_weighted_mass_posterior_soft_bins,[1.77827941 1.99526231 2.23872114],[0.11111111 0.66666667 0.22222222],[-420.32674846 -417.42164286 -416.683138  ],[0.00534581 0.5859174  0.40873679],2.0936129423006684,2.0252550641098748,1.9952623149688788,2301.725645618662,2031.1263249923304,1891.8090978740643,2185.7847881876937,1751.911852835345,2344.9811143515917,10.721915432357305,5,0.05718102971250514,-0.2571428571428572,0.6227871720116619,2.4346608125360834,True
CygOB2-C,PARSEC,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.7950529100529101,294,240.931246875,membership_weighted_mass_posterior_soft_bins,[1.77827941 1.99526231 2.23872114],[0.11111111 0.66666667 0.22222222],[-419.94694402 -417.24171976 -417.08371496],[0.00795026 0.71350434 0.27854539],2.0613515780978986,2.0252550641098748,1.9952623149688788,3546.546305837206,2923.9060437115345,2693.713213312517,3174.520726338277,2465.057927071535,3425.3941483135836,16.68591729127442,5,0.005135640688031497,0.2,0.7040000000000001,2.412534311338916,False
CygOB2-A,MIST,3.0,2.0,2.0,8.0,corrected_no_absolute95_edge,,3.0,0.7958333333333335,385,326.464266796875,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-563.1502274],[1.],4.008667176273026,4.008667176273027,4.008667176273026,1185.5366113493153,1134.610073343842,1072.8677528573578,1198.6681444641595,1013.319097715443,1264.38134182192,13.532816593653934,5,0.018865848428886167,-0.8285714285714287,0.04156268221574335,2.452629129727409,False
CygOB2-A,MIST,3.0,2.3,2.0,8.0,corrected_no_absolute95_edge,,3.0,0.7958333333333335,385,326.464266796875,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-559.50657285],[1.],4.008667176273026,4.008667176273027,4.008667176273026,1720.654995710221,1610.8811549742732,1520.472895719071,1705.786311288036,1434.818098926055,1801.3621225488214,7.180841050841069,5,0.20753461029104442,-0.48571428571428577,0.3287230320699708,1.762223897704561,True
CygOB2-A,MIST,3.0,2.6,2.0,8.0,corrected_no_absolute95_edge,,3.0,0.7958333333333335,385,326.464266796875,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-558.22948205],[1.],4.008667176273026,4.008667176273027,4.008667176273026,2465.373474048028,2232.1185153612196,2099.069901533353,2372.2778328546683,1967.9880139234492,2512.4258395390702,6.733074712157503,5,0.2412606909178332,-0.2,0.7040000000000001,1.6633726635506634,True
CygOB2-B,MIST,3.0,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8030416666666668,339,262.844544921875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235 4.00866718],[0.11111111 0.22222222 0.66666667],[-476.13898787 -473.23218404 -468.86144472],[1.14650476e-04 4.19579947e-03 9.95689550e-01],4.006734491894143,3.8193201596792146,4.008667176273026,1170.7040952774048,1107.9315677985833,1039.0546316788295,1181.0752085845882,976.179005570651,1250.711251537204,13.683834910597573,5,0.017747506921217578,-0.942857142857143,0.004804664723032055,3.170163688020762,False
CygOB2-B,MIST,3.0,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8030416666666668,339,262.844544921875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235 4.00866718],[0.11111111 0.22222222 0.66666667],[-472.38286995 -469.79552711 -466.13732462],[3.20322772e-04 8.51699771e-03 9.91162680e-01],4.004671505290531,3.8193201596792146,4.008667176273026,1713.6476965612997,1578.39875325712,1475.95814126718,1684.84091457554,1383.9124002910776,1789.4155917446706,9.238581779322411,5,0.09991805284950389,-0.7142857142857143,0.11078717201166179,2.878581100884011,True
CygOB2-B,MIST,3.0,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8030416666666668,339,262.844544921875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235 4.00866718],[0.11111111 0.22222222 0.66666667],[-470.02541651 -467.78733338 -464.94906083],[0.00101949 0.01911607 0.97986444],3.9994501649945344,3.8193201596792146,4.008667176273026,2473.122712804479,2184.9270402885345,2033.6614029267116,2345.168677969084,1892.7644098351625,2501.8637139447483,9.330376197615118,5,0.09659025292836096,-0.14285714285714288,0.7871720116618076,2.767893054254138,True
CygOB2-C,MIST,3.0,2.0,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7915353909465022,333,263.05924999999996,membership_weighted_mass_posterior_soft_bins,[2.83302235 3.18053369],[0.22222222 0.77777778],[-470.19486319 -469.71197236],[0.14986582 0.85013418],3.1284536143675763,3.1033089454245455,3.180533688329517,1284.442008004858,1208.708784549095,1132.7584348154028,1286.5635545245118,1062.838083874734,1367.6569456581456,2.2000348278942883,5,0.8208309385252063,-0.2,0.7040000000000001,1.002992256753737,True
CygOB2-C,MIST,3.0,2.3,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7915353909465022,333,263.05924999999996,membership_weighted_mass_posterior_soft_bins,[2.83302235 3.18053369],[0.22222222 0.77777778],[-470.10650941 -470.48523368],[0.29441463 0.70558537],3.078221265209992,3.1033089454245455,3.180533688329517,1934.5701191925377,1762.54877314325,1645.7735953151123,1883.1155910994219,1541.0729516831695,2004.776111496492,5.26247362121602,5,0.38469442561579015,0.48571428571428577,0.3287230320699708,1.9712955156312988,True
CygOB2-C,MIST,3.0,2.6,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7915353909465022,333,263.05924999999996,membership_weighted_mass_posterior_soft_bins,[2.83302235 3.18053369],[0.22222222 0.77777778],[-471.32451415 -472.70002167],[0.53064767 0.46935233],2.996127604408759,3.1033089454245455,2.8330223452571426,2888.9778913383366,2502.174327775042,2322.5515457839238,2692.852747057821,2155.9960668430062,2880.195129541602,13.069537756487547,5,0.02273576572091971,0.7142857142857143,0.11078717201166179,3.1369795592890597,False
CygOB2-A,MIST,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,2.75,0.7963636363636366,389,329.17026640625,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-571.1325845],[1.],4.008667176273026,4.008667176273027,4.008667176273026,1218.295275037602,1164.3344485941393,1100.298601973521,1232.3608181862064,1037.8837220583223,1297.6375587180225,9.908811785133581,5,0.07786064233328951,-0.8857142857142858,0.01884548104956266,1.9693569991742002,False
CygOB2-A,MIST,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,2.75,0.7963636363636366,389,329.17026640625,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-568.09032275],[1.],4.008667176273026,4.008667176273027,4.008667176273026,1772.5751138023684,1657.600555037444,1563.4713141078428,1756.0065221111968,1469.7218885380776,1852.6356905866055,4.859967660631313,5,0.4332080379436778,-0.6571428571428573,0.1561749271137024,1.6878698009189959,True
CygOB2-A,MIST,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,2.75,0.7963636363636366,389,329.17026640625,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-567.42819624],[1.],4.008667176273026,4.008667176273027,4.008667176273026,2545.91472907341,2302.135887508345,2159.6920028378245,2446.5881664082935,2019.721104182689,2590.153314401551,5.7760517869614265,5,0.32862354468656485,0.08571428571428573,0.8717434402332361,1.5806724526589988,True
CygOB2-B,MIST,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8069191919191919,336,262.440107421875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235 4.00866718],[0.11111111 0.22222222 0.66666667],[-476.50379182 -474.44199821 -469.71110792],[1.86409440e-04 2.93037690e-03 9.96883214e-01],4.007229314441233,3.8193201596792146,4.008667176273026,1203.0436795155917,1135.5083027336373,1066.2124928877931,1211.3872387011852,999.1794385454949,1282.8910723464742,13.31174780070404,5,0.020626081522483984,-0.942857142857143,0.004804664723032055,3.2758893831403184,False
CygOB2-B,MIST,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8069191919191919,336,262.440107421875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235 4.00866718],[0.11111111 0.22222222 0.66666667],[-473.16515849 -471.29312697 -467.26851323],[4.55188419e-04 5.91880668e-03 9.93626005e-01],4.005697812767957,3.8193201596792146,4.008667176273026,1766.8777269199468,1621.9726457940742,1518.0996650027473,1733.2055473085256,1420.032967275366,1840.7589810479888,9.477008847586552,5,0.09148497084289015,-0.7142857142857143,0.11078717201166179,2.9884272819877378,True
CygOB2-B,MIST,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8069191919191919,336,262.440107421875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235 4.00866718],[0.11111111 0.22222222 0.66666667],[-471.21801868 -469.55825372 -466.35210929],[0.00126542 0.01330738 0.9854272 ],4.001790674872504,3.8193201596792146,4.008667176273026,2558.3108628987166,2249.605687754486,2093.129504784121,2417.8017223126712,1941.8859200889904,2573.7162738450234,10.304585013480926,5,0.06705088001457489,0.2,0.7040000000000001,2.884365299308633,True
CygOB2-C,MIST,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7927083333333336,320,258.94900898437504,membership_weighted_mass_posterior_soft_bins,[3.18053369],[1.],[-461.76287031],[1.],3.180533688329517,3.180533688329518,3.180533688329517,1285.0885812922645,1207.184938180977,1131.5936462122102,1283.6336284757274,1061.7350297944276,1363.4767909091881,2.2278708957218507,5,0.8168001348351397,0.6,0.208,1.1060866437291645,True
CygOB2-C,MIST,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7927083333333336,320,258.94900898437504,membership_weighted_mass_posterior_soft_bins,[3.18053369],[1.],[-463.19853215],[1.],3.180533688329517,3.180533688329518,3.180533688329517,1931.6132969010346,1756.5349405965003,1641.3947759971943,1872.8051250752017,1533.7328394131723,1994.784331479302,7.385580264041938,5,0.19350682287610538,0.7714285714285715,0.07239650145772594,2.235538552815788,True
CygOB2-C,MIST,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7927083333333336,320,258.94900898437504,membership_weighted_mass_posterior_soft_bins,[3.18053369],[1.],[-466.05615226],[1.],3.180533688329517,3.180533688329518,3.180533688329517,2867.3299867472706,2480.335917208953,2301.6355093599473,2658.0379567996047,2130.9243101770135,2845.6718526689483,18.49736953792096,5,0.002383513058697154,0.7714285714285715,0.07239650145772594,3.521267051079805,False
CygOB2-A,MIST,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,3.5,0.8069166666666668,389,332.2116359375,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-585.39999663],[1.],4.008667176273026,4.008667176273027,4.008667176273026,1278.0607345407589,1218.8753050462803,1150.3581803250004,1289.7917242456956,1090.8247903947413,1356.59135650968,3.4804906184875515,5,0.6263416807811333,-0.3714285714285715,0.4684781341107872,1.4562669577631668,True
CygOB2-A,MIST,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,3.5,0.8069166666666668,389,332.2116359375,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-585.10925345],[1.],4.008667176273026,4.008667176273027,4.008667176273026,1871.7230399818668,1742.357066508241,1640.9231255520313,1846.696001759887,1552.4582073287197,1949.6019562527335,4.290719811991103,5,0.5083625687713956,0.2571428571428572,0.6227871720116619,1.3028970731975862,True
CygOB2-A,MIST,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,3.5,0.8069166666666668,389,332.2116359375,membership_weighted_mass_posterior_soft_bins,[4.00866718],[1.],[-587.2080845],[1.],4.008667176273026,4.008667176273027,4.008667176273026,2705.287684456415,2428.9620600887074,2276.2414486182033,2584.2114627830965,2138.9128394211657,2738.8396788232067,11.601114722188857,5,0.040681661117314395,0.8857142857142858,0.01884548104956266,2.3096231287511557,False
CygOB2-B,MIST,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.7992083333333334,330,260.6684875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235],[0.77777778 0.22222222],[-470.86610727 -468.4834019 ],[0.24417173 0.75582827],3.475411514658977,3.267231167716875,3.5706723455726257,1326.9796665371503,1245.3821719499128,1163.3721375908974,1328.9383290501364,1087.8692418974547,1412.0647664380083,12.263590483685851,5,0.03134914982631995,-0.8285714285714287,0.04156268221574335,3.006823052919516,False
CygOB2-B,MIST,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.7992083333333334,330,260.6684875,membership_weighted_mass_posterior_soft_bins,[3.18053369 3.57067235],[0.77777778 0.22222222],[-468.64045015 -466.64353627],[0.32209712 0.67790288],3.4450098079474425,3.267231167716875,3.5706723455726257,1975.8394289200535,1794.941061670551,1670.994679749556,1921.1444718840448,1555.7277094279166,2050.0560872915335,10.245766869449449,5,0.06856362206237034,-0.2,0.7040000000000001,2.8746201777528255,True
