family,R_V,alpha,k_total_median,k_total_lo68,k_total_hi68,primary_system_mass_median_Msun,primary_system_mass_lo68_Msun,primary_system_mass_hi68_Msun,multiplicity_adjusted_mass_median_Msun,multiplicity_adjusted_mass_lo68_Msun,multiplicity_adjusted_mass_hi68_Msun,companion_mass_fraction,literature_mass_Msun,within_factor_two_literature
PARSEC,3.0,2.0,3718.776671390803,3588.094078175848,3854.942237366236,24220.866918644497,23369.714515975746,25107.73062244401,29395.45234806468,28362.458360787932,30471.787056968056,0.17603353634940277,16500.0,True
PARSEC,3.0,2.3,5375.908038357622,5173.741080106179,5587.055032565746,24633.641939403864,23707.266632011902,25601.16582835293,29779.141252099602,28659.263761018807,30948.762480851303,0.17278870700587964,16500.0,True
PARSEC,3.0,2.6,7551.671803917134,7229.3707245583155,7884.461920968251,30183.21449242456,28895.011977534927,31513.340555199513,36350.13826868782,34798.73493667817,37952.0308142545,0.1696533787761539,16500.0,False
PARSEC,3.1,2.0,3763.1388066780637,3628.563546854309,3897.361211110927,24509.80316568667,23633.29732875129,25384.010810442334,29746.117405186098,28682.35343468176,30807.092193993,0.17603353634940277,16500.0,True
PARSEC,3.1,2.3,5443.800752003437,5232.98714630294,5652.572734606884,24944.741903598275,23978.74567715106,25901.38294539778,30155.22408224131,28987.449615634654,31311.689244046476,0.17278870700587964,16500.0,True
PARSEC,3.1,2.6,7653.827602999279,7315.366556989968,7988.302656136135,30591.52015975269,29238.728007989637,31928.380729614604,36841.86745369532,35212.67776690021,38451.87047615782,0.1696533787761539,16500.0,False
PARSEC,3.5,2.0,4014.284235873257,3869.246847028553,4161.683344588834,26145.545388272905,25200.898370219667,27105.574589163745,31731.322258474727,30584.85931401463,32896.45366034928,0.17603353634940277,16500.0,True
PARSEC,3.5,2.3,5863.236480938763,5638.86741653024,6093.921878517017,26866.692481893922,25838.582038879882,27923.74581019599,32478.63358423092,31235.77042251953,33756.48524952435,0.17278870700587964,16500.0,True
PARSEC,3.5,2.6,8309.14687406456,7946.200055200191,8680.936609530187,33210.760327118376,31760.101192614682,34696.76364175129,39996.26117363988,38249.20868083204,41785.87923993936,0.1696533787761539,16500.0,False
MIST,3.0,2.0,3534.5806700252942,3411.017818365143,3663.8583795159702,23021.174861215324,22216.394243660936,23863.177076946602,27939.456126915193,26962.74086839752,28961.345066424663,0.17603353634940277,16500.0,True
MIST,3.0,2.3,5076.908617818607,4893.067065321523,5272.708875475547,23263.55811112887,22421.154010187285,24160.75973815626,28122.872968677206,27104.50667208994,29207.48295239725,0.17278870700587964,16500.0,True
MIST,3.0,2.6,7108.112478852754,6819.869655338522,7415.59529271313,28410.355899498325,27258.28054533379,29639.331411737603,34215.055704838494,32827.59253618431,35695.13099005842,0.1696533787761539,16500.0,False
MIST,3.1,2.0,3604.2204201974055,3475.100973237758,3737.778137729265,23474.74743903176,22633.776007356897,24344.62589319751,28489.930688473043,27469.292751403467,29545.651391366384,0.17603353634940277,16500.0,True
MIST,3.1,2.3,5184.033096674572,4987.94837407347,5394.901069452302,23754.427009230276,22855.921898674373,24720.672358077703,28716.275044130853,27630.08930396315,29884.350670069267,0.17278870700587964,16500.0,True
MIST,3.1,2.6,7254.4250306065305,6938.447695346561,7589.915333411244,28995.151325886887,27732.22413141462,30336.069738738275,34919.33438971666,33398.3705389686,36534.22433877795,0.1696533787761539,16500.0,False
MIST,3.5,2.0,3925.6933745162078,3782.209771034198,4072.519854641418,25568.54180544289,24634.014789695648,26524.841403266197,31031.046691100797,29896.86580271026,32191.651691438317,0.17603353634940277,16500.0,True
MIST,3.5,2.3,5713.284022307086,5495.172282720374,5939.1585735588915,26179.575971062666,25180.138023571097,27214.584899612048,31647.991502031808,30439.789974857213,32899.19411170984,0.17278870700587964,16500.0,True
MIST,3.5,2.6,8062.1964409058455,7715.919368177447,8415.599199716105,32223.726185994783,30839.69422176817,33636.23874590921,38807.5598338683,37140.7475306079,40508.671783758014,0.1696533787761539,16500.0,False
