subgroup,bin0,bin1,bin2,bin3,bin4,bin5,chi2_p,trend_p,max_abs_residual,pass
CygOB2-A,1.0981556456680281,1.4146428027860172,-0.37086032648876416,-0.2886891791235494,0.1686378941123914,1.1559536188129325,0.4416989058153322,0.8717434402332361,1.4146428027860172,True
CygOB2-B,0.8671703939866647,2.434549540456054,0.4248628512979233,-0.27080704962958047,-0.08595392644285511,0.1255097285300271,0.22393314388036575,0.11078717201166179,2.434549540456054,True
CygOB2-C,1.3443277021877524,0.49987646043344736,0.7860927736621685,-0.0539318295215911,0.24935094825262646,1.5673843285159779,0.39233622172273647,0.9571545189504373,1.5673843285159779,True
