version,subgroup,family,R_V,alpha,chi2_p,max_abs_residual,incumbent_trend_p,replacement_trend_p,replacement_T,gate_incumbent,gate_replacement
repair_v1,CygOB2-A,MIST,3.5,2.6,0.0031487478468957496,2.7771445173639884,0.01884548104956266,0.0017,3.0661871138116465,False,False
repair_v1,CygOB2-A,PARSEC,3.0,2.0,0.03944653589649651,2.3862359395187496,0.6227871720116619,0.2078,-1.242920410604781,True,True
repair_v1,CygOB2-A,PARSEC,3.0,2.3,0.04240007248234847,2.458922474124756,0.8717434402332361,0.75735,0.3036286446580822,True,True
repair_v1,CygOB2-A,PARSEC,3.0,2.6,0.0025048357857184963,3.728569673527269,0.3287230320699708,0.06345,1.8159886006335155,False,False
repair_v1,CygOB2-A,PARSEC,3.1,2.0,0.17047607251670716,1.7144209210073948,0.7040000000000001,0.48915,-0.6787102986041279,True,True
repair_v1,CygOB2-A,PARSEC,3.1,2.3,0.09017633768351256,2.6261214166622318,0.8717434402332361,0.3619,0.8911998185052155,True,True
repair_v1,CygOB2-A,PARSEC,3.1,2.6,0.0019971115204017935,3.9445985050939574,0.26570262390670546,0.0132,2.4183292136592995,False,False
repair_v1,CygOB2-A,PARSEC,3.5,2.0,0.5524791065439486,1.9342318877758853,0.3965014577259473,0.2973,1.0328880122782647,True,True
repair_v1,CygOB2-A,PARSEC,3.5,2.3,0.03852926582787367,3.1390901638876736,0.0,0.0097,2.601592876925203,False,False
repair_v1,CygOB2-A,PARSEC,3.5,2.6,4.200639716504495e-05,4.514962197381221,0.0,5e-05,4.154245558365822,False,False
repair_v1,CygOB2-B,MIST,3.0,2.0,0.07469678822562041,2.968057596543027,0.7040000000000001,0.26845,-1.1024908852145898,True,True
repair_v1,CygOB2-B,MIST,3.0,2.3,0.07597603678517578,2.7157581069385968,0.6227871720116619,0.932,0.08708601081395866,True,True
repair_v1,CygOB2-B,MIST,3.0,2.6,0.008348130008389465,2.671415171835976,0.4684781341107872,0.20205,1.2697392562770566,False,False
repair_v1,CygOB2-B,MIST,3.1,2.0,0.1097299741947572,2.411983999516871,0.4684781341107872,0.334,-0.9546410307268297,True,True
repair_v1,CygOB2-B,MIST,3.1,2.3,0.0967161428199788,2.2294513049898543,0.8717434402332361,0.8662,0.16912931683619484,True,True
repair_v1,CygOB2-B,MIST,3.1,2.6,0.0112177370333688,2.4618315867167015,0.3287230320699708,0.19475,1.28995001575949,True,True
repair_v1,CygOB2-B,MIST,3.5,2.0,0.0005558621433684352,3.823808764722475,0.7871720116618076,0.16495,-1.3712949235448866,False,False
repair_v1,CygOB2-B,MIST,3.5,2.3,0.0004850988109430865,3.8545976230498256,0.7871720116618076,0.6491,-0.4458058328896592,False,False
repair_v1,CygOB2-B,MIST,3.5,2.6,4.1006094090672414e-05,4.113036845238693,0.7871720116618076,0.60635,0.5039710905737179,False,False
repair_v1,CygOB2-B,PARSEC,3.0,2.0,0.2085952833410017,1.8838516895007908,0.1561749271137024,0.1548,-1.4152738710594397,True,True
repair_v1,CygOB2-B,PARSEC,3.0,2.3,0.2459264245535153,1.6999035593176801,0.5440932944606415,0.76725,-0.2912962697299189,True,True
repair_v1,CygOB2-B,PARSEC,3.0,2.6,0.04886668826214211,2.359369937591962,0.3287230320699708,0.4063,0.8281995751398114,True,True
repair_v1,CygOB2-B,PARSEC,3.1,2.0,0.021317794262783032,2.7511856067510094,0.1561749271137024,0.0401,-2.042741405058057,True,False
repair_v1,CygOB2-B,PARSEC,3.1,2.3,0.03725098039393433,2.746390708790029,0.1561749271137024,0.29945,-1.0268009076994493,True,True
