version,subgroup,family,R_V,alpha,chi2_p,max_abs_residual,incumbent_trend_p,replacement_trend_p,replacement_T,gate_incumbent,gate_replacement
repair_v3,CygOB2-B,MIST,3.1,2.6,0.0005326753355881273,4.155660325848464,0.1561749271137024,0.05545,-1.9129873037667406,False,False
repair_v3,CygOB2-B,MIST,3.5,2.0,1.039575108979752e-06,5.080464557248935,0.04156268221574335,0.0002,-3.6029324048581017,False,False
repair_v3,CygOB2-B,MIST,3.5,2.3,5.892331978629954e-06,5.109125946166414,0.07239650145772594,0.00475,-2.8149209508946242,False,False
repair_v3,CygOB2-B,MIST,3.5,2.6,3.960796949938126e-06,5.348320959376403,0.07239650145772594,0.03885,-2.0480841222280897,False,False
repair_v3,CygOB2-B,PARSEC,3.0,2.0,0.0001926163891394636,3.207353754234679,0.04156268221574335,4.999750012499375e-05,-4.2191170787464705,False,False
repair_v3,CygOB2-B,PARSEC,3.0,2.3,0.0024468254207372264,3.098618301663056,0.07239650145772594,0.0016,-3.264683954796023,False,False
repair_v3,CygOB2-B,PARSEC,3.0,2.6,0.00494183444818368,3.161769011134951,0.1561749271137024,0.01835,-2.3679655304905003,False,False
repair_v3,CygOB2-B,PARSEC,3.1,2.0,2.0758165677128524e-05,3.6765155077279026,0.11078717201166179,0.0001,-4.131792233713672,False,False
repair_v3,CygOB2-B,PARSEC,3.1,2.3,0.0002457769536345612,3.6249050682539177,0.11078717201166179,0.00125,-3.2208714843022084,False,False
repair_v3,CygOB2-B,PARSEC,3.1,2.6,0.00041479107911247505,3.764904020079303,0.208,0.01705,-2.3598174417646445,False,False
repair_v3,CygOB2-B,PARSEC,3.5,2.0,0.00024308474972894282,4.282563256104731,0.04156268221574335,0.00685,-2.692839245713939,False,False
repair_v3,CygOB2-B,PARSEC,3.5,2.3,0.0010806139666652607,4.236358639330411,0.1561749271137024,0.0676,-1.8205266175426094,False,False
repair_v3,CygOB2-B,PARSEC,3.5,2.6,0.0006636578006637087,4.39989743168148,0.1561749271137024,0.33015,-0.960017641775625,False,False
repair_v3,CygOB2-C,MIST,3.0,2.0,0.8755459620737112,0.821463176080635,0.7871720116618076,0.94845,0.06619606166539001,True,True
repair_v3,CygOB2-C,MIST,3.0,2.3,0.3487323017929222,1.924486658323642,0.11078717201166179,0.1785,1.336156854792025,True,True
repair_v3,CygOB2-C,MIST,3.0,2.6,0.009812431288270354,3.1729984464696415,0.004804664723032055,0.00885,2.591537355031182,False,False
repair_v3,CygOB2-C,MIST,3.1,2.0,0.8081280928416619,1.1787639699735883,0.208,0.54005,0.6120703987636273,True,True
repair_v3,CygOB2-C,MIST,3.1,2.3,0.18751835899603356,2.2967604199984213,0.07239650145772594,0.0579,1.8929834222056352,True,True
repair_v3,CygOB2-C,MIST,3.1,2.6,0.001962624262232591,3.602235610916595,0.004804664723032055,0.0017,3.177358402635651,False,False
repair_v3,CygOB2-C,MIST,3.5,2.0,0.013418486217445463,3.032547792904969,0.4684781341107872,0.08235,-1.7120889853776484,False,False
repair_v3,CygOB2-C,MIST,3.5,2.3,0.012923129306486321,2.6553301031932275,0.6227871720116619,0.4752,-0.7026898326477936,True,True
repair_v3,CygOB2-C,MIST,3.5,2.6,0.001317591210203753,2.547517647796046,0.7871720116618076,0.7388,0.32614514045775644,False,False
repair_v3,CygOB2-C,PARSEC,3.0,2.0,0.1439450567691874,2.3372498293387345,0.11078717201166179,0.05015,-1.9532522534615826,True,True
repair_v3,CygOB2-C,PARSEC,3.0,2.3,0.20119468135455573,1.9202241713294508,0.5440932944606415,0.39335,-0.8433655839576889,True,True
repair_v3,CygOB2-C,PARSEC,3.0,2.6,0.04848776192303623,2.4034552104066997,0.9571545189504373,0.81225,0.24284121458256872,True,True
repair_v3,CygOB2-C,PARSEC,3.1,2.0,0.39154202871799954,1.886945377060792,0.11078717201166179,0.18935,-1.2995666295660386,True,True
repair_v3,CygOB2-C,PARSEC,3.1,2.3,0.3409143658046784,1.5244777289403961,0.9571545189504373,0.8413,-0.19833409170622343,True,True
repair_v3,CygOB2-C,PARSEC,3.1,2.6,0.04425579256806311,2.69995990670864,0.7871720116618076,0.3668,0.8948793399396356,True,True
repair_v3,CygOB2-C,PARSEC,3.5,2.0,0.15218533345457674,2.1760168710035095,0.6227871720116619,0.5584,-0.5766708490123118,True,True
repair_v3,CygOB2-C,PARSEC,3.5,2.3,0.07534043197635133,2.3013165246364515,0.7871720116618076,0.65025,0.44324589256370334,True,True
repair_v3,CygOB2-C,PARSEC,3.5,2.6,0.004396892341477032,2.6427665039508574,0.26570262390670546,0.13245,1.4874257503136943,False,False
repair_v4,CygOB2-A,MIST,3.0,2.0,0.005953632068640105,2.7580646762136953,0.04156268221574335,0.00055,-3.5013285653316895,False,False
repair_v4,CygOB2-A,MIST,3.0,2.3,0.10060424601879053,2.0559828471528614,0.26570262390670546,0.03385,-2.072560876841588,True,False
repair_v4,CygOB2-A,MIST,3.0,2.6,0.1590719275093021,1.7868611532307241,0.3965014577259473,0.44465,-0.7410771993074233,True,True
repair_v4,CygOB2-A,MIST,3.1,2.0,0.06337879666697162,2.0118340344461814,0.07239650145772594,0.00475,-2.8179625748080674,True,False
repair_v4,CygOB2-A,MIST,3.1,2.3,0.3647702123817311,1.7425394400649494,0.3287230320699708,0.1612,-1.3773070295730399,True,True
repair_v4,CygOB2-A,MIST,3.1,2.6,0.2748011582288694,1.6457835318533554,0.7040000000000001,0.9781,-0.02766983866814539,True,True
repair_v4,CygOB2-A,MIST,3.5,2.0,0.605656271204075,1.5496560700670345,0.3965014577259473,0.2973,-1.0350399937249255,True,True
repair_v4,CygOB2-A,MIST,3.5,2.3,0.5143357912124783,1.3758351298614018,0.6227871720116619,0.6562,0.4354972139150008,True,True
repair_v4,CygOB2-A,MIST,3.5,2.6,0.045222266468727804,2.387779339620845,0.07239650145772594,0.06125,1.840964219352473,True,True
repair_v4,CygOB2-A,PARSEC,3.0,2.0,0.021896936275244885,2.7149861258298653,0.3287230320699708,0.00785,-2.6347590709040536,True,False
repair_v4,CygOB2-A,PARSEC,3.0,2.3,0.12345646441423062,1.9783663597445589,0.3965014577259473,0.24515,-1.1317534305469117,True,True
repair_v4,CygOB2-A,PARSEC,3.0,2.6,0.05810573019985702,2.258655453084554,0.7871720116618076,0.75755,0.3018332358377919,True,True
repair_v4,CygOB2-A,PARSEC,3.1,2.0,0.1881311766135341,1.8214527510755396,0.208,0.05105,-1.9290100531738705,True,True
repair_v4,CygOB2-A,PARSEC,3.1,2.3,0.38025323709531256,1.4531158583839419,0.8717434402332361,0.69515,-0.3855132770558922,True,True
repair_v4,CygOB2-A,PARSEC,3.1,2.6,0.07680465711210324,2.4949945129060978,0.4684781341107872,0.27065,1.0854115046986703,True,True
repair_v4,CygOB2-A,PARSEC,3.5,2.0,0.9179665204518497,1.0348415889994615,0.9571545189504373,0.8914,-0.13381035360861096,True,True
repair_v4,CygOB2-A,PARSEC,3.5,2.3,0.39502837359030096,1.7517490116036585,0.04156268221574335,0.15185,1.4124626529012922,False,True
repair_v4,CygOB2-A,PARSEC,3.5,2.6,0.008481348171132401,3.0787330654749323,0.004804664723032055,0.0061,2.7449618207263926,False,False
repair_v4,CygOB2-B,MIST,3.0,2.0,0.004699392311470627,3.3190752387464246,0.004804664723032055,0.0014,-3.301364859722197,False,False
repair_v4,CygOB2-B,MIST,3.0,2.3,0.03658598371762504,3.084861324743817,0.07239650145772594,0.02505,-2.2565722312754315,False,False
repair_v4,CygOB2-B,MIST,3.0,2.6,0.04527397431897363,3.074788787189018,0.208,0.18755,-1.3066587821587656,False,False
repair_v4,CygOB2-B,MIST,3.1,2.0,0.0005523604713936318,3.841433993129126,0.04156268221574335,0.00025,-3.442752641064109,False,False
repair_v4,CygOB2-B,MIST,3.1,2.3,0.004530972366891647,3.6567181228755157,0.07239650145772594,0.01585,-2.4366518689456536,False,False
repair_v4,CygOB2-B,MIST,3.1,2.6,0.005783461114702914,3.658375672966783,0.5440932944606415,0.1385,-1.4875243191983918,False,False
repair_v4,CygOB2-B,MIST,3.5,2.0,0.019918913393488905,3.1115956851810895,0.04156268221574335,0.02615,-2.215775850497653,False,False
repair_v4,CygOB2-B,MIST,3.5,2.3,0.05900747741446358,3.002782372334382,0.07239650145772594,0.1861,-1.310944952091126,False,False
repair_v4,CygOB2-B,MIST,3.5,2.6,0.03184759440413643,3.1094867704074556,0.8717434402332361,0.6684,-0.4324927355002162,False,False
repair_v4,CygOB2-B,PARSEC,3.0,2.0,0.00023597055254130734,3.2202072856933226,0.04156268221574335,0.0001,-4.03335190891475,False,False
repair_v4,CygOB2-B,PARSEC,3.0,2.3,0.0028983519908535984,3.0962826154722967,0.07239650145772594,0.0017,-3.042515878193668,False,False
repair_v4,CygOB2-B,PARSEC,3.0,2.6,0.005309959252334809,3.152446337849135,0.1561749271137024,0.03685,-2.107702278667046,False,False
repair_v4,CygOB2-B,PARSEC,3.1,2.0,0.003774149396051432,2.569479638607293,0.07239650145772594,0.00075,-3.352064639386161,False,False
repair_v4,CygOB2-B,PARSEC,3.1,2.3,0.02289039910184634,2.5129375169143415,0.11078717201166179,0.0166,-2.395644767794327,True,False
repair_v4,CygOB2-B,PARSEC,3.1,2.6,0.024164564204013705,2.655038603826816,0.208,0.13545,-1.4944928330969995,True,True
repair_v4,CygOB2-B,PARSEC,3.5,2.0,6.217531066835731e-05,4.55052728912652,0.04156268221574335,0.0033,-2.8642768817661994,False,False
repair_v4,CygOB2-B,PARSEC,3.5,2.3,0.0002759069010085364,4.534516963519959,0.1561749271137024,0.04405,-2.0165796207812345,False,False
repair_v4,CygOB2-B,PARSEC,3.5,2.6,0.00014956913241300664,4.735058465946098,0.1561749271137024,0.2305,-1.1889262352167074,False,False
repair_v4,CygOB2-C,MIST,3.0,2.0,0.8718325531305454,0.9431864632430162,0.7871720116618076,0.8149,0.22842214422935941,True,True
repair_v4,CygOB2-C,MIST,3.0,2.3,0.33016546013442816,2.0127453042497314,0.11078717201166179,0.15925,1.397967381106274,True,True
repair_v4,CygOB2-C,MIST,3.0,2.6,0.012717234669765671,3.1863874941400625,0.04156268221574335,0.0146,2.4275569945376105,False,False
repair_v4,CygOB2-C,MIST,3.1,2.0,0.854941239593398,1.12623487035929,0.04156268221574335,0.44225,0.760973788971731,False,True
repair_v4,CygOB2-C,MIST,3.1,2.3,0.19038676899083215,2.2555500159937893,0.004804664723032055,0.0435,2.031586813021341,False,False
repair_v4,CygOB2-C,MIST,3.1,2.6,0.002049094764594,3.5410270494205958,0.004804664723032055,0.001,3.301713663085957,False,False
repair_v4,CygOB2-C,MIST,3.5,2.0,0.11130648267924985,2.271224907387514,0.4684781341107872,0.22035,-1.2092576549406064,True,True
repair_v4,CygOB2-C,MIST,3.5,2.3,0.0744189812095924,1.9652610485944249,0.7871720116618076,0.8068,-0.2439101657193611,True,True
repair_v4,CygOB2-C,MIST,3.5,2.6,0.00637507974924215,2.389053235516694,0.7871720116618076,0.4599,0.739670616095908,False,False
repair_v4,CygOB2-C,PARSEC,3.0,2.0,0.42846981505555104,1.463067909568462,0.11078717201166179,0.1708,-1.3663509245416068,True,True
repair_v4,CygOB2-C,PARSEC,3.0,2.3,0.42105628523069005,1.3214442861455038,0.8717434402332361,0.8087,-0.2361717404606773,True,True
repair_v4,CygOB2-C,PARSEC,3.0,2.6,0.07483976782647286,2.463334543536219,0.4684781341107872,0.37925,0.8724841027554461,True,True
repair_v4,CygOB2-C,PARSEC,3.1,2.0,0.6414794400298234,1.237740578657001,0.11078717201166179,0.3495,-0.9342718102278373,True,True
repair_v4,CygOB2-C,PARSEC,3.1,2.3,0.49198402689733345,1.5216536991174585,0.8717434402332361,0.84545,0.19286394814788205,True,True
repair_v4,CygOB2-C,PARSEC,3.1,2.6,0.06081482048677295,2.686201632991338,0.26570262390670546,0.186,1.3122717633869116,True,True
repair_v4,CygOB2-C,PARSEC,3.5,2.0,0.31151058380479146,1.926268324755885,0.6227871720116619,0.5019,-0.6646958953465121,True,True
repair_v4,CygOB2-C,PARSEC,3.5,2.3,0.14440150019631406,1.60333999179264,0.8717434402332361,0.7916,0.2656231847325639,True,True
repair_v4,CygOB2-C,PARSEC,3.5,2.6,0.008222897234893176,2.622232791861495,0.4684781341107872,0.23195,1.193768810188536,False,False
repair_v5,CygOB2-A,MIST,3.0,2.0,0.018865848428886167,2.452629129727409,0.04156268221574335,0.00095,-3.239634438594554,False,False
repair_v5,CygOB2-A,MIST,3.0,2.3,0.20753461029104442,1.762223897704561,0.3287230320699708,0.0715,-1.7979198933033593,True,True
repair_v5,CygOB2-A,MIST,3.0,2.6,0.2412606909178332,1.6633726635506634,0.7040000000000001,0.64725,-0.4496742137611237,True,True
repair_v5,CygOB2-A,MIST,3.1,2.0,0.07786064233328951,1.9693569991742002,0.01884548104956266,0.00505,-2.8197002297019034,False,False
repair_v5,CygOB2-A,MIST,3.1,2.3,0.4332080379436778,1.6878698009189959,0.1561749271137024,0.1618,-1.3687496038815474,True,True
repair_v5,CygOB2-A,MIST,3.1,2.6,0.32862354468656485,1.5806724526589988,0.8717434402332361,0.9935,-0.00654842448516146,True,True
repair_v5,CygOB2-A,MIST,3.5,2.0,0.6263416807811333,1.4562669577631668,0.4684781341107872,0.33665,-0.9609151856899517,True,True
repair_v5,CygOB2-A,MIST,3.5,2.3,0.5083625687713956,1.3028970731975862,0.6227871720116619,0.59755,0.5193026281574725,True,True
repair_v5,CygOB2-A,MIST,3.5,2.6,0.040681661117314395,2.3096231287511557,0.01884548104956266,0.04825,1.9394750475029314,False,False
repair_v5,CygOB2-A,PARSEC,3.0,2.0,0.08602256903702872,2.1805176593553166,0.208,0.02265,-2.2868774687844504,True,False
repair_v5,CygOB2-A,PARSEC,3.0,2.3,0.2908746246757918,1.4637999791931917,0.3965014577259473,0.4555,-0.7386466787848187,True,True
repair_v5,CygOB2-A,PARSEC,3.0,2.6,0.09236799280005169,2.380494763178239,0.7871720116618076,0.4495,0.7327522872013545,True,True
repair_v5,CygOB2-A,PARSEC,3.1,2.0,0.18901595537027238,1.927975288180768,0.208,0.0395,-2.0755705572361536,True,False
repair_v5,CygOB2-A,PARSEC,3.1,2.3,0.4476448736087042,1.3391733966765174,0.4684781341107872,0.58965,-0.5253640176974923,True,True
repair_v5,CygOB2-A,PARSEC,3.1,2.6,0.11428700536024168,2.3799271123672474,0.4684781341107872,0.33435,0.9502975294569443,True,True
repair_v5,CygOB2-A,PARSEC,3.5,2.0,0.942043520779144,0.8524941600369226,0.7040000000000001,0.96905,-0.0391330022800774,True,True
repair_v5,CygOB2-A,PARSEC,3.5,2.3,0.4113652094066046,1.6699609382936544,0.04156268221574335,0.1498,1.4352605071863138,False,True
repair_v5,CygOB2-A,PARSEC,3.5,2.6,0.01197699878737473,2.9344048842227375,0.04156268221574335,0.0108,2.539400535284173,False,False
repair_v5,CygOB2-B,MIST,3.0,2.0,0.017747506921217578,3.170163688020762,0.004804664723032055,0.0034,-2.8682899908703514,False,False
repair_v5,CygOB2-B,MIST,3.0,2.3,0.09991805284950389,2.878581100884011,0.11078717201166179,0.08885,-1.708953383392438,True,True
repair_v5,CygOB2-B,MIST,3.0,2.6,0.09659025292836096,2.767893054254138,0.7871720116618076,0.52785,-0.6222378956862302,True,True
repair_v5,CygOB2-B,MIST,3.1,2.0,0.020626081522483984,3.2758893831403184,0.004804664723032055,0.00845,-2.6061973641158485,False,False
repair_v5,CygOB2-B,MIST,3.1,2.3,0.09148497084289015,2.9884272819877378,0.11078717201166179,0.142,-1.4466834641066084,True,True
repair_v5,CygOB2-B,MIST,3.1,2.6,0.06705088001457489,2.884365299308633,0.7040000000000001,0.72005,-0.3534077649114256,True,True
repair_v5,CygOB2-B,MIST,3.5,2.0,0.03134914982631995,3.006823052919516,0.04156268221574335,0.0295,-2.151481467304615,False,False
repair_v5,CygOB2-B,MIST,3.5,2.3,0.06856362206237034,2.8746201777528255,0.7040000000000001,0.2538,-1.1296664346976266,True,True
repair_v5,CygOB2-B,MIST,3.5,2.6,0.02708104954715388,2.9275792415680377,0.8717434402332361,0.86875,-0.1628775624170291,True,True
repair_v5,CygOB2-B,PARSEC,3.0,2.0,0.056832740458658916,2.275145412632257,0.004804664723032055,0.0039,-2.8830105370349632,False,False
repair_v5,CygOB2-B,PARSEC,3.0,2.3,0.22620664487141542,2.1347950967968465,0.11078717201166179,0.0748,-1.7776271300287414,True,True
repair_v5,CygOB2-B,PARSEC,3.0,2.6,0.18197122002271288,2.2467394731724863,0.26570262390670546,0.40615,-0.8311304683345235,True,True
repair_v5,CygOB2-B,PARSEC,3.1,2.0,0.09380125838151859,2.521944716893858,0.004804664723032055,0.01335,-2.4687256523458916,False,False
repair_v5,CygOB2-B,PARSEC,3.1,2.3,0.2929479732887663,2.2710794988085294,0.11078717201166179,0.1863,-1.3147650148908787,True,True
repair_v5,CygOB2-B,PARSEC,3.1,2.6,0.18660278187735962,2.2316804001334556,0.8717434402332361,0.7995,-0.25580548721716806,True,True
repair_v5,CygOB2-B,PARSEC,3.5,2.0,0.08909686489726108,2.2717634530223783,0.07239650145772594,0.0431,-2.0274765256969967,True,False
repair_v5,CygOB2-B,PARSEC,3.5,2.3,0.15953726600977633,2.275131607008859,0.11078717201166179,0.3055,-1.0253217517712128,True,True
repair_v5,CygOB2-B,PARSEC,3.5,2.6,0.05503041421912216,2.492056262232009,0.8717434402332361,0.91675,-0.09960975854178952,True,True
repair_v5,CygOB2-C,MIST,3.0,2.0,0.8208309385252063,1.002992256753737,0.7040000000000001,0.9066,-0.11691472058834484,True,True
repair_v5,CygOB2-C,MIST,3.0,2.3,0.38469442561579015,1.9712955156312988,0.3287230320699708,0.3077,1.024207083520437,True,True
repair_v5,CygOB2-C,MIST,3.0,2.6,0.02273576572091971,3.1369795592890597,0.11078717201166179,0.0421,2.0376593569013917,False,False
repair_v5,CygOB2-C,MIST,3.1,2.0,0.8168001348351397,1.1060866437291645,0.208,0.5364,0.6084769855283909,True,True
repair_v5,CygOB2-C,MIST,3.1,2.3,0.19350682287610538,2.235538552815788,0.07239650145772594,0.05565,1.8874554313389873,True,True
repair_v5,CygOB2-C,MIST,3.1,2.6,0.002383513058697154,3.521267051079805,0.07239650145772594,0.00135,3.1623138186350643,False,False
repair_v5,CygOB2-C,MIST,3.5,2.0,0.013129575911132183,3.2504422019362837,0.26570262390670546,0.03535,-2.0586609598066206,False,False
repair_v5,CygOB2-C,MIST,3.5,2.3,0.016712535822113083,2.857104157585279,0.6227871720116619,0.28305,-1.0503134413892392,True,True
repair_v5,CygOB2-C,MIST,3.5,2.6,0.002183035780040375,2.5910951397047217,0.6227871720116619,0.97965,-0.02410381813540484,False,False
repair_v5,CygOB2-C,PARSEC,3.0,2.0,0.29080139150786766,1.8610891332891162,0.04156268221574335,0.08315,-1.7249279909561916,False,True
repair_v5,CygOB2-C,PARSEC,3.0,2.3,0.3671098692518837,1.3860299800531948,0.5440932944606415,0.55985,-0.5828498223102101,True,True
repair_v5,CygOB2-C,PARSEC,3.0,2.6,0.08164277084950564,2.375898075769794,0.8717434402332361,0.59015,0.5346089535188129,True,True
repair_v5,CygOB2-C,PARSEC,3.1,2.0,0.3934566253185217,1.932613729455651,0.07239650145772594,0.18845,-1.3204075536017428,True,True
repair_v5,CygOB2-C,PARSEC,3.1,2.3,0.3504091925141227,1.5555752046510112,0.9571545189504373,0.85785,-0.18414148471245786,True,True
repair_v5,CygOB2-C,PARSEC,3.1,2.6,0.047948892884056855,2.734267271415423,0.6227871720116619,0.34475,0.9415688290459944,True,True
repair_v5,CygOB2-C,PARSEC,3.5,2.0,0.08293999889411176,2.733989585651425,0.3965014577259473,0.1327,-1.4764888526809492,True,True
repair_v5,CygOB2-C,PARSEC,3.5,2.3,0.05718102971250514,2.4346608125360834,0.6227871720116619,0.57275,-0.5570239881388088,True,True
repair_v5,CygOB2-C,PARSEC,3.5,2.6,0.005135640688031497,2.412534311338916,0.7040000000000001,0.70515,0.38278849927438896,False,False
