scope,subgroup,family,R_V,alpha,sf_duration_Myr,explodability,N_SN_mean,N_SN_median,P_at_least_one,P_last_SN_within_100kyr,t_last_median_Myr,N_SN_p2p5,N_SN_p16,N_SN_p50,N_SN_p84,N_SN_p97p5
association,ALL,PARSEC,3.1,2.6,1.0,all_explode,3.085291,3.0,0.950054,0.2757585,0.2032070382626916,0.0,1.0,3.0,5.0,7.0
association,ALL,PARSEC,3.1,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.6,2.0,all_explode,3.302658,3.0,0.960081,0.299542,0.18942255665790286,0.0,1.0,3.0,5.0,7.0
association,ALL,PARSEC,3.1,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.0,0.0,all_explode,15.431119,15.0,0.999995,0.871449,0.03366248151608753,7.0,11.0,15.0,20.0,25.0
association,ALL,PARSEC,3.5,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.0,1.0,all_explode,15.51437,15.0,0.999998,0.853137,0.03532202192702827,7.0,11.0,15.0,20.0,25.0
association,ALL,PARSEC,3.5,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.0,2.0,all_explode,16.3009645,16.0,1.0,0.8354625,0.0372918911652218,8.0,12.0,16.0,21.0,26.0
association,ALL,PARSEC,3.5,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.3,0.0,all_explode,5.626214,5.0,0.993497,0.5567295,0.08436031250413167,1.0,3.0,5.0,8.0,11.0
association,ALL,PARSEC,3.5,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.3,1.0,all_explode,5.7249825,6.0,0.9948945,0.5346385,0.0896226574389396,1.0,3.0,6.0,8.0,11.0
association,ALL,PARSEC,3.5,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.3,2.0,all_explode,6.1576705,6.0,0.9969915,0.511977,0.09601687051937047,2.0,4.0,6.0,9.0,12.0
association,ALL,PARSEC,3.5,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.6,0.0,all_explode,1.925464,2.0,0.839324,0.262407,0.1877878915581257,0.0,0.0,2.0,3.0,5.0
association,ALL,PARSEC,3.5,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.6,1.0,all_explode,1.98966,2.0,0.851954,0.254296,0.1964096867868046,0.0,1.0,2.0,3.0,5.0
association,ALL,PARSEC,3.5,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.5,2.6,2.0,all_explode,2.2087795,2.0,0.882757,0.2392725,0.22593269463347854,0.0,1.0,2.0,4.0,6.0
association,ALL,PARSEC,3.5,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.0,0.0,all_explode,27.506715,27.0,1.0,0.8746655,0.03380853585318988,17.0,22.0,27.0,33.0,39.0
association,ALL,MIST,3.0,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.0,1.0,all_explode,27.376195,27.0,1.0,0.874242,0.03287901668020021,17.0,22.0,27.0,33.0,39.0
association,ALL,MIST,3.0,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.0,2.0,all_explode,28.164676,28.0,1.0,0.8392685,0.03737439584963398,18.0,23.0,28.0,34.0,39.0
association,ALL,MIST,3.0,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.3,0.0,all_explode,10.3061445,10.0,0.999956,0.59217,0.07714931492775579,4.0,7.0,10.0,14.0,17.0
association,ALL,MIST,3.0,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.3,1.0,all_explode,10.3131375,10.0,0.999956,0.5802805,0.07920312841808341,4.0,7.0,10.0,14.0,17.0
association,ALL,MIST,3.0,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.3,2.0,all_explode,10.799346,11.0,0.999971,0.5318735,0.09115070102554634,5.0,7.0,11.0,14.0,18.0
association,ALL,MIST,3.0,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.6,0.0,all_explode,3.7134965,4.0,0.974544,0.319801,0.17603555962745965,0.0,2.0,4.0,6.0,8.0
association,ALL,MIST,3.0,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.6,1.0,all_explode,3.7595205,4.0,0.97594,0.298015,0.1982867414437104,1.0,2.0,4.0,6.0,8.0
association,ALL,MIST,3.0,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.0,2.6,2.0,all_explode,4.0221,4.0,0.981407,0.2638205,0.2276949202110563,1.0,2.0,4.0,6.0,8.0
association,ALL,MIST,3.0,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.0,0.0,all_explode,27.939878,28.0,1.0,0.8574675,0.03488032598844493,18.0,23.0,28.0,33.0,39.0
association,ALL,MIST,3.1,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.0,1.0,all_explode,27.902991,28.0,1.0,0.8717835,0.03317548819646876,18.0,23.0,28.0,33.0,39.0
association,ALL,MIST,3.1,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.0,2.0,all_explode,28.739792,29.0,1.0,0.8468575,0.03639705078800182,19.0,23.0,29.0,34.0,40.0
association,ALL,MIST,3.1,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.3,0.0,all_explode,10.642094,10.0,0.9999735,0.5574275,0.08486839935397805,5.0,7.0,10.0,14.0,18.0
association,ALL,MIST,3.1,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.3,1.0,all_explode,10.6753515,10.0,0.999972,0.5733495,0.08092497222098505,5.0,7.0,10.0,14.0,18.0
association,ALL,MIST,3.1,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.3,2.0,all_explode,11.155978,11.0,0.999979,0.545525,0.08764674675330197,5.0,8.0,11.0,15.0,18.0
association,ALL,MIST,3.1,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.6,0.0,all_explode,3.952803,4.0,0.9803455,0.281497,0.20744645951844376,1.0,2.0,4.0,6.0,8.0
association,ALL,MIST,3.1,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.6,1.0,all_explode,3.9881315,4.0,0.981202,0.290503,0.20484645386694056,1.0,2.0,4.0,6.0,8.0
association,ALL,MIST,3.1,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.1,2.6,2.0,all_explode,4.2353115,4.0,0.9851365,0.276496,0.21596413731932262,1.0,2.0,4.0,6.0,9.0
association,ALL,MIST,3.1,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.0,0.0,all_explode,19.437102,19.0,1.0,0.7316915,0.05067780591094073,11.0,15.0,19.0,24.0,29.0
association,ALL,MIST,3.5,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.0,1.0,all_explode,20.231759,20.0,1.0,0.7498125,0.04773349834632512,12.0,16.0,20.0,25.0,30.0
association,ALL,MIST,3.5,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.0,2.0,all_explode,22.711171,23.0,1.0,0.82935,0.038879426776941894,13.0,18.0,23.0,28.0,33.0
association,ALL,MIST,3.5,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.3,0.0,all_explode,7.338974,7.0,0.9992905,0.4113185,0.13254246065496522,3.0,5.0,7.0,10.0,13.0
association,ALL,MIST,3.5,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.3,1.0,all_explode,7.65639,7.0,0.9994865,0.435997,0.12318528694026032,3.0,5.0,7.0,10.0,14.0
association,ALL,MIST,3.5,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.3,2.0,all_explode,8.6592805,8.0,0.9997675,0.5165525,0.09520672300714228,3.0,6.0,8.0,12.0,15.0
association,ALL,MIST,3.5,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.6,0.0,all_explode,2.699894,3.0,0.9317755,0.1832985,0.3552992887351052,0.0,1.0,3.0,4.0,6.0
association,ALL,MIST,3.5,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.6,1.0,all_explode,2.8120025,3.0,0.939112,0.205328,0.3118119497029219,0.0,1.0,3.0,4.0,7.0
association,ALL,MIST,3.5,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,MIST,3.5,2.6,2.0,all_explode,3.199829,3.0,0.957733,0.25119,0.23461887368696588,0.0,1.0,3.0,5.0,7.0
association,ALL,MIST,3.5,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
