scope,subgroup,family,R_V,alpha,sf_duration_Myr,explodability,N_SN_mean,N_SN_median,P_at_least_one,P_last_SN_within_100kyr,t_last_median_Myr,N_SN_p2p5,N_SN_p16,N_SN_p50,N_SN_p84,N_SN_p97p5
subgroup,CygOB2-B,MIST,3.0,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.0,1.0,all_explode,6.3231975,6.0,0.9971375,0.4373,0.1189364985671939,2.0,4.0,6.0,9.0,12.0
subgroup,CygOB2-C,MIST,3.0,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.0,2.0,2.0,all_explode,11.4336775,11.0,0.999988,0.4737085,0.10812577043194005,5.0,8.0,11.0,15.0,19.0
subgroup,CygOB2-A,MIST,3.0,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.0,2.0,2.0,all_explode,10.9682925,11.0,0.999975,0.4636165,0.11142985239531411,5.0,8.0,11.0,14.0,18.0
subgroup,CygOB2-B,MIST,3.0,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.0,2.0,all_explode,5.762706,6.0,0.995717,0.4312925,0.12320650892818374,1.0,3.0,6.0,8.0,11.0
subgroup,CygOB2-C,MIST,3.0,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.0,2.3,0.0,all_explode,3.9929825,4.0,0.9802845,0.280919,0.21767650354697965,1.0,2.0,4.0,6.0,8.0
subgroup,CygOB2-A,MIST,3.0,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.0,2.3,0.0,all_explode,3.8058135,4.0,0.9765405,0.2699635,0.23308253317970307,1.0,2.0,4.0,6.0,8.0
subgroup,CygOB2-B,MIST,3.0,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.3,0.0,all_explode,2.5073485,2.0,0.909524,0.2230575,0.2155284113303948,0.0,1.0,2.0,4.0,6.0
subgroup,CygOB2-C,MIST,3.0,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.0,2.3,1.0,all_explode,4.1253535,4.0,0.983016,0.2757485,0.22802344208374792,1.0,2.0,4.0,6.0,9.0
subgroup,CygOB2-A,MIST,3.0,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.0,2.3,1.0,all_explode,3.9469145,4.0,0.9793265,0.2648705,0.24246503298127564,1.0,2.0,4.0,6.0,8.0
subgroup,CygOB2-B,MIST,3.0,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.3,1.0,all_explode,2.2408695,2.0,0.884341,0.2116915,0.23357065615075778,0.0,1.0,2.0,4.0,6.0
subgroup,CygOB2-C,MIST,3.0,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.0,2.3,2.0,all_explode,4.447409,4.0,0.987595,0.2421145,0.250713870925382,1.0,2.0,4.0,7.0,9.0
subgroup,CygOB2-A,MIST,3.0,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.0,2.3,2.0,all_explode,4.276725,4.0,0.985344,0.2362295,0.2567242699027359,1.0,2.0,4.0,6.0,9.0
subgroup,CygOB2-B,MIST,3.0,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.3,2.0,all_explode,2.075212,2.0,0.866968,0.191731,0.29099580089481214,0.0,1.0,2.0,4.0,5.0
subgroup,CygOB2-C,MIST,3.0,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.0,2.6,0.0,all_explode,1.484914,1.0,0.771215,0.1240555,0.4228586266820211,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-A,MIST,3.0,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.0,2.6,0.0,all_explode,1.410491,1.0,0.753552,0.1188055,0.465209275215857,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-B,MIST,3.0,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.6,0.0,all_explode,0.8180915,1.0,0.550033,0.118876,0.23552890379156954,0.0,0.0,1.0,2.0,3.0
subgroup,CygOB2-C,MIST,3.0,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.0,2.6,1.0,all_explode,1.549687,1.0,0.7859555,0.1239055,0.5072318789814623,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-A,MIST,3.0,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.0,2.6,1.0,all_explode,1.4776765,1.0,0.7693405,0.117994,0.5311031126446228,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-B,MIST,3.0,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.6,1.0,all_explode,0.732157,1.0,0.512374,0.0917405,0.3022905380987988,0.0,0.0,1.0,2.0,3.0
subgroup,CygOB2-C,MIST,3.0,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.0,2.6,2.0,all_explode,1.6980335,2.0,0.81514,0.110726,0.46717159673998965,0.0,0.0,2.0,3.0,5.0
subgroup,CygOB2-A,MIST,3.0,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.0,2.6,2.0,all_explode,1.627549,1.0,0.801426,0.1074885,0.46923132255965116,0.0,0.0,1.0,3.0,5.0
subgroup,CygOB2-B,MIST,3.0,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.0,2.6,2.0,all_explode,0.6965175,0.0,0.4971865,0.0723765,0.43651930721082,0.0,0.0,0.0,1.0,3.0
subgroup,CygOB2-C,MIST,3.0,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.0,0.0,all_explode,10.5770855,10.0,0.999966,0.546454,0.08692012114662861,5.0,7.0,10.0,14.0,18.0
subgroup,CygOB2-A,MIST,3.1,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.0,0.0,all_explode,10.050851,10.0,0.999943,0.517853,0.09468027019720493,4.0,7.0,10.0,13.0,17.0
subgroup,CygOB2-B,MIST,3.1,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.0,0.0,all_explode,7.3119415,7.0,0.9992105,0.348095,0.14689866099028093,2.0,5.0,7.0,10.0,13.0
subgroup,CygOB2-C,MIST,3.1,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.0,1.0,all_explode,10.8741095,11.0,0.9999735,0.537271,0.0893937728763552,5.0,8.0,11.0,14.0,18.0
subgroup,CygOB2-A,MIST,3.1,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.0,1.0,all_explode,10.3777905,10.0,0.999958,0.51909,0.09426949000425133,4.0,7.0,10.0,14.0,17.0
subgroup,CygOB2-B,MIST,3.1,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.0,1.0,all_explode,6.651091,6.0,0.9985015,0.423123,0.1235031939517075,2.0,4.0,6.0,9.0,12.0
subgroup,CygOB2-C,MIST,3.1,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.0,2.0,all_explode,11.576075,11.0,0.999984,0.4795185,0.10628236861309359,5.0,8.0,11.0,15.0,19.0
subgroup,CygOB2-A,MIST,3.1,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.0,2.0,all_explode,11.115088,11.0,0.999983,0.470502,0.10914533332844512,5.0,8.0,11.0,14.0,18.0
subgroup,CygOB2-B,MIST,3.1,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.0,2.0,all_explode,6.048629,6.0,0.9972655,0.445048,0.11822586924389,2.0,4.0,6.0,9.0,11.0
subgroup,CygOB2-C,MIST,3.1,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.3,0.0,all_explode,4.047129,4.0,0.9814705,0.2820335,0.21599301800337267,1.0,2.0,4.0,6.0,8.0
subgroup,CygOB2-A,MIST,3.1,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.3,0.0,all_explode,3.833285,4.0,0.977264,0.261188,0.23480819981594148,1.0,2.0,4.0,6.0,8.0
subgroup,CygOB2-B,MIST,3.1,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.3,0.0,all_explode,2.76168,3.0,0.9351455,0.1656765,0.280153488733466,0.0,1.0,3.0,4.0,6.0
subgroup,CygOB2-C,MIST,3.1,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.3,1.0,all_explode,4.1910405,4.0,0.984071,0.2785045,0.22507870438985944,1.0,2.0,4.0,6.0,9.0
subgroup,CygOB2-A,MIST,3.1,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.3,1.0,all_explode,3.9861145,4.0,0.980426,0.265685,0.24267345478968694,1.0,2.0,4.0,6.0,8.0
subgroup,CygOB2-B,MIST,3.1,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.3,1.0,all_explode,2.4981965,2.0,0.915903,0.1948945,0.25499959069677214,0.0,1.0,2.0,4.0,6.0
subgroup,CygOB2-C,MIST,3.1,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.3,2.0,all_explode,4.522254,4.0,0.988521,0.2459885,0.24612848768104456,1.0,2.0,4.0,7.0,9.0
subgroup,CygOB2-A,MIST,3.1,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.3,2.0,all_explode,4.3367485,4.0,0.9861365,0.2402335,0.2522115928367805,1.0,2.0,4.0,6.0,9.0
subgroup,CygOB2-B,MIST,3.1,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.3,2.0,all_explode,2.2969755,2.0,0.896823,0.206531,0.27758607946980707,0.0,1.0,2.0,4.0,6.0
subgroup,CygOB2-C,MIST,3.1,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.6,0.0,all_explode,1.5169245,1.0,0.7787195,0.1266505,0.41588560374654726,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-A,MIST,3.1,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.6,0.0,all_explode,1.42219,1.0,0.756489,0.11525,0.46780817552642895,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-B,MIST,3.1,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.6,0.0,all_explode,1.0136885,1.0,0.635905,0.0701855,0.3733460711204626,0.0,0.0,1.0,2.0,3.0
subgroup,CygOB2-C,MIST,3.1,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.6,1.0,all_explode,1.583131,1.0,0.792929,0.126484,0.49968470334563864,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-A,MIST,3.1,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.6,1.0,all_explode,1.4937805,1.0,0.7734195,0.1185395,0.5367107991642843,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-B,MIST,3.1,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.6,1.0,all_explode,0.91122,1.0,0.596591,0.078825,0.3755348815483699,0.0,0.0,1.0,2.0,3.0
subgroup,CygOB2-C,MIST,3.1,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.1,2.6,2.0,all_explode,1.735018,2.0,0.8219255,0.112444,0.4624197211044554,0.0,0.0,2.0,3.0,5.0
subgroup,CygOB2-A,MIST,3.1,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.1,2.6,2.0,all_explode,1.651108,1.0,0.806123,0.1090205,0.46236622478798295,0.0,0.0,1.0,3.0,5.0
subgroup,CygOB2-B,MIST,3.1,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.1,2.6,2.0,all_explode,0.8491855,1.0,0.5708705,0.085245,0.443071101285625,0.0,0.0,1.0,2.0,3.0
subgroup,CygOB2-C,MIST,3.1,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.0,0.0,all_explode,11.123535,11.0,0.999981,0.565458,0.0824312869728494,5.0,8.0,11.0,15.0,18.0
subgroup,CygOB2-A,MIST,3.5,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.0,0.0,all_explode,8.313567,8.0,0.9996825,0.38271,0.22010694811675036,3.0,5.0,8.0,11.0,15.0
subgroup,CygOB2-B,MIST,3.5,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.0,0.0,all_explode,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.0,1.0,all_explode,11.425214,11.0,0.999989,0.5554105,0.0847717973038673,5.0,8.0,11.0,15.0,19.0
subgroup,CygOB2-A,MIST,3.5,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.0,1.0,all_explode,8.69977,9.0,0.999741,0.3798995,0.14652139699006628,3.0,6.0,9.0,12.0,15.0
subgroup,CygOB2-B,MIST,3.5,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.0,1.0,all_explode,0.106775,0.0,0.099205,0.09195,0.036374252060178636,0.0,0.0,0.0,0.0,1.0
subgroup,CygOB2-C,MIST,3.5,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.0,2.0,all_explode,12.159093,12.0,0.9999915,0.495994,0.10117370323059038,6.0,9.0,12.0,16.0,20.0
subgroup,CygOB2-A,MIST,3.5,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.0,2.0,all_explode,9.212299,9.0,0.9997305,0.511637,0.09665891641640201,3.0,6.0,9.0,13.0,16.0
subgroup,CygOB2-B,MIST,3.5,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.0,2.0,all_explode,1.339779,1.0,0.7306095,0.3059285,0.12622351846375324,0.0,0.0,1.0,2.0,4.0
subgroup,CygOB2-C,MIST,3.5,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.3,0.0,all_explode,4.251864,4.0,0.985007,0.2930415,0.20624890498565684,1.0,2.0,4.0,6.0,9.0
subgroup,CygOB2-A,MIST,3.5,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.3,0.0,all_explode,3.08711,3.0,0.952607,0.1674745,0.5456873878945492,0.0,1.0,3.0,5.0,7.0
subgroup,CygOB2-B,MIST,3.5,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.3,0.0,all_explode,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.3,1.0,all_explode,4.4091675,4.0,0.9871515,0.290585,0.21393782413150575,1.0,2.0,4.0,6.0,9.0
subgroup,CygOB2-A,MIST,3.5,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.3,1.0,all_explode,3.211272,3.0,0.956686,0.1785635,0.3346478702277562,0.0,1.0,3.0,5.0,7.0
subgroup,CygOB2-B,MIST,3.5,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.3,1.0,all_explode,0.0359505,0.0,0.034986,0.032284,0.03716641947429378,0.0,0.0,0.0,0.0,1.0
subgroup,CygOB2-C,MIST,3.5,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.3,2.0,all_explode,4.763985,5.0,0.991012,0.2574625,0.2345733355022226,1.0,3.0,5.0,7.0,10.0
subgroup,CygOB2-A,MIST,3.5,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.3,2.0,all_explode,3.400976,3.0,0.9597695,0.2520835,0.22969031892080327,0.0,1.0,3.0,5.0,8.0
subgroup,CygOB2-B,MIST,3.5,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.3,2.0,all_explode,0.4943195,0.0,0.3870815,0.1295535,0.16034763145435527,0.0,0.0,0.0,1.0,2.0
subgroup,CygOB2-C,MIST,3.5,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.6,0.0,all_explode,1.59189,1.0,0.794197,0.1309715,0.40441768605030903,0.0,0.0,1.0,3.0,4.0
subgroup,CygOB2-A,MIST,3.5,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.6,0.0,all_explode,1.108004,1.0,0.668129,0.060329,0.608625169162949,0.0,0.0,1.0,2.0,4.0
subgroup,CygOB2-B,MIST,3.5,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.6,0.0,all_explode,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.6,1.0,all_explode,1.6641345,1.0,0.809261,0.13243,0.4854620288372875,0.0,0.0,1.0,3.0,5.0
subgroup,CygOB2-A,MIST,3.5,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.6,1.0,all_explode,1.136287,1.0,0.6754615,0.0741265,0.5097072153969604,0.0,0.0,1.0,2.0,4.0
subgroup,CygOB2-B,MIST,3.5,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.6,1.0,all_explode,0.011581,0.0,0.0114825,0.0105835,0.03717208660609295,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-A,MIST,3.5,2.6,2.0,all_explode,1.8294595,2.0,0.8383475,0.11889,0.4477576461881796,0.0,0.0,2.0,3.0,5.0
subgroup,CygOB2-A,MIST,3.5,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-B,MIST,3.5,2.6,2.0,all_explode,1.1938845,1.0,0.688088,0.105913,0.4166744749755418,0.0,0.0,1.0,2.0,4.0
subgroup,CygOB2-B,MIST,3.5,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
subgroup,CygOB2-C,MIST,3.5,2.6,2.0,all_explode,0.176485,0.0,0.1612515,0.049441,0.17235562841167296,0.0,0.0,0.0,1.0,1.0
subgroup,CygOB2-C,MIST,3.5,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.0,0.0,all_explode,23.3987305,23.0,1.0,0.840445,0.038599730581813985,13.0,18.0,23.0,29.0,35.0
association,ALL,PARSEC,3.0,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.0,1.0,all_explode,23.314525,23.0,1.0,0.8431835,0.03699908894843462,13.0,18.0,23.0,29.0,35.0
association,ALL,PARSEC,3.0,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.0,2.0,all_explode,24.1399915,24.0,1.0,0.8825885,0.031929323264221265,14.0,18.0,24.0,30.0,36.0
association,ALL,PARSEC,3.0,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.3,0.0,all_explode,8.7860065,9.0,0.99951,0.543185,0.0887923598502105,3.0,6.0,9.0,12.0,16.0
association,ALL,PARSEC,3.0,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.3,1.0,all_explode,8.8008375,9.0,0.999531,0.541683,0.08858112632913162,3.0,6.0,9.0,12.0,16.0
association,ALL,PARSEC,3.0,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.3,2.0,all_explode,9.227905,9.0,0.9997305,0.5856395,0.07821662213924263,3.0,6.0,9.0,13.0,16.0
association,ALL,PARSEC,3.0,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.6,0.0,all_explode,3.127409,3.0,0.9444735,0.276025,0.19950879231009866,0.0,1.0,3.0,5.0,7.0
association,ALL,PARSEC,3.0,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.6,1.0,all_explode,3.148468,3.0,0.945803,0.2696725,0.20780698257382557,0.0,1.0,3.0,5.0,7.0
association,ALL,PARSEC,3.0,2.6,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.0,2.6,2.0,all_explode,3.37101,3.0,0.95773,0.294382,0.19305140507649532,0.0,1.0,3.0,5.0,8.0
association,ALL,PARSEC,3.0,2.6,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.0,0.0,all_explode,22.328952,22.0,1.0,0.849518,0.036907482805697445,13.0,17.0,22.0,27.0,33.0
association,ALL,PARSEC,3.1,2.0,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.0,1.0,all_explode,22.2382715,22.0,1.0,0.8510795,0.03605608031574037,13.0,17.0,22.0,27.0,33.0
association,ALL,PARSEC,3.1,2.0,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.0,2.0,all_explode,23.0299755,23.0,1.0,0.8888155,0.03113760914172925,13.0,18.0,23.0,28.0,34.0
association,ALL,PARSEC,3.1,2.0,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.3,0.0,all_explode,8.4349035,8.0,0.99965,0.551831,0.08631055154328005,3.0,5.0,8.0,11.0,15.0
association,ALL,PARSEC,3.1,2.3,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.3,1.0,all_explode,8.437402,8.0,0.9996605,0.549662,0.08664002032628693,3.0,5.0,8.0,11.0,15.0
association,ALL,PARSEC,3.1,2.3,1.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.3,2.0,all_explode,8.8607385,9.0,0.999782,0.5922225,0.07676266946769905,3.0,6.0,9.0,12.0,15.0
association,ALL,PARSEC,3.1,2.3,2.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
association,ALL,PARSEC,3.1,2.6,0.0,all_explode,3.063835,3.0,0.9489665,0.2797915,0.1985072897979583,0.0,1.0,3.0,5.0,7.0
association,ALL,PARSEC,3.1,2.6,0.0,islands,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
