subgroup,family,R_V,alpha,sf_duration_Myr,explodability,quantity,half,full,mean_half,mean_full,abs_drift,rel_drift
CygOB2-A,MIST,3.0,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.0,2.6,2.0,all_explode,N_SN_median,1.0,1.0,1.627085,1.627549,0.00046400000000001995,0.0002850912629973168
CygOB2-B,MIST,3.0,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.0,2.6,2.0,all_explode,N_SN_median,0.0,0.0,0.697147,0.6965175,0.0006294999999999495,0.0009037820298843167
CygOB2-C,MIST,3.0,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.0,0.0,all_explode,N_SN_median,10.0,10.0,10.578106,10.5770855,0.0010204999999992026,9.648215474850823e-05
CygOB2-A,MIST,3.1,2.0,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.0,0.0,all_explode,N_SN_median,10.0,10.0,10.052716,10.050851,0.0018650000000004496,0.00018555642701304094
CygOB2-B,MIST,3.1,2.0,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.0,0.0,all_explode,N_SN_median,7.0,7.0,7.31316,7.3119415,0.0012185000000002333,0.00016664520633818437
CygOB2-C,MIST,3.1,2.0,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.0,1.0,all_explode,N_SN_median,11.0,11.0,10.874921,10.8741095,0.0008115000000010753,7.46268004751171e-05
CygOB2-A,MIST,3.1,2.0,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.0,1.0,all_explode,N_SN_median,10.0,10.0,10.378578,10.3777905,0.0007874999999994969,7.588320461850689e-05
CygOB2-B,MIST,3.1,2.0,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.0,1.0,all_explode,N_SN_median,6.0,6.0,6.652572,6.651091,0.0014810000000000656,0.0002226702356049655
CygOB2-C,MIST,3.1,2.0,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.0,2.0,all_explode,N_SN_median,11.0,11.0,11.575652,11.576075,0.0004229999999996181,3.6540882812146444e-05
CygOB2-A,MIST,3.1,2.0,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.0,2.0,all_explode,N_SN_median,11.0,11.0,11.117087,11.115088,0.00199899999999964,0.00017984562965220249
CygOB2-B,MIST,3.1,2.0,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.0,2.0,all_explode,N_SN_median,6.0,6.0,6.043947,6.048629,0.004681999999999853,0.0007740597084066245
CygOB2-C,MIST,3.1,2.0,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.3,0.0,all_explode,N_SN_median,4.0,4.0,4.04716,4.047129,3.0999999999892225e-05,7.659750899932329e-06
CygOB2-A,MIST,3.1,2.3,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.3,0.0,all_explode,N_SN_median,4.0,4.0,3.831046,3.833285,0.00223899999999988,0.0005840943211892359
CygOB2-B,MIST,3.1,2.3,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.3,0.0,all_explode,N_SN_median,3.0,3.0,2.760755,2.76168,0.0009250000000000647,0.0003349410503751574
CygOB2-C,MIST,3.1,2.3,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.3,1.0,all_explode,N_SN_median,4.0,4.0,4.191068,4.1910405,2.749999999984709e-05,6.5616163813847884e-06
CygOB2-A,MIST,3.1,2.3,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.3,1.0,all_explode,N_SN_median,4.0,4.0,3.984973,3.9861145,0.0011414999999996844,0.0002863690945153945
CygOB2-B,MIST,3.1,2.3,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.3,1.0,all_explode,N_SN_median,2.0,2.0,2.498159,2.4981965,3.750000000035669e-05,1.5010828812047687e-05
CygOB2-C,MIST,3.1,2.3,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.3,2.0,all_explode,N_SN_median,4.0,4.0,4.521721,4.522254,0.0005329999999998947,0.00011786157964587895
CygOB2-A,MIST,3.1,2.3,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.3,2.0,all_explode,N_SN_median,4.0,4.0,4.338291,4.3367485,0.0015425000000002242,0.00035568122061960115
CygOB2-B,MIST,3.1,2.3,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.3,2.0,all_explode,N_SN_median,2.0,2.0,2.296564,2.2969755,0.00041149999999978704,0.0001791486239186213
CygOB2-C,MIST,3.1,2.3,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.6,0.0,all_explode,N_SN_median,1.0,1.0,1.517655,1.5169245,0.0007304999999999673,0.00048156648534582126
CygOB2-A,MIST,3.1,2.6,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.6,0.0,all_explode,N_SN_median,1.0,1.0,1.421941,1.42219,0.00024900000000016576,0.0001750820917037567
CygOB2-B,MIST,3.1,2.6,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.6,0.0,all_explode,N_SN_median,1.0,1.0,1.012848,1.0136885,0.0008405000000000218,0.0008291501777913252
CygOB2-C,MIST,3.1,2.6,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.6,1.0,all_explode,N_SN_median,1.0,1.0,1.583623,1.583131,0.0004919999999999369,0.00031077655607775786
CygOB2-A,MIST,3.1,2.6,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.6,1.0,all_explode,N_SN_median,1.0,1.0,1.493693,1.4937805,8.750000000001812e-05,5.857620982468182e-05
CygOB2-B,MIST,3.1,2.6,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.6,1.0,all_explode,N_SN_median,1.0,1.0,0.911402,0.91122,0.00018200000000001548,0.0001997322271240924
CygOB2-C,MIST,3.1,2.6,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.1,2.6,2.0,all_explode,N_SN_median,2.0,2.0,1.734806,1.735018,0.00021199999999987895,0.00012218893406286215
CygOB2-A,MIST,3.1,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.1,2.6,2.0,all_explode,N_SN_median,1.0,1.0,1.65129,1.651108,0.00018199999999990446,0.00011022900985271979
CygOB2-B,MIST,3.1,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.1,2.6,2.0,all_explode,N_SN_median,1.0,1.0,0.849415,0.8491855,0.0002294999999999936,0.0002702589716852132
CygOB2-C,MIST,3.1,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.0,0.0,all_explode,N_SN_median,11.0,11.0,11.124036,11.123535,0.0005009999999998627,4.503963892772061e-05
CygOB2-A,MIST,3.5,2.0,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.0,0.0,all_explode,N_SN_median,8.0,8.0,8.311344,8.313567,0.002223000000000752,0.0002673942484616714
CygOB2-B,MIST,3.5,2.0,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.0,0.0,all_explode,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.0,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.0,1.0,all_explode,N_SN_median,11.0,11.0,11.426489,11.425214,0.001274999999999693,0.00011159528390450218
CygOB2-A,MIST,3.5,2.0,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.0,1.0,all_explode,N_SN_median,9.0,9.0,8.701544,8.69977,0.0017740000000010525,0.00020391343679212814
CygOB2-B,MIST,3.5,2.0,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.0,1.0,all_explode,N_SN_median,0.0,0.0,0.106488,0.106775,0.0002869999999999956,0.0026878951065323867
CygOB2-C,MIST,3.5,2.0,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.0,2.0,all_explode,N_SN_median,12.0,12.0,12.159985,12.159093,0.000892000000000337,7.336073504827514e-05
CygOB2-A,MIST,3.5,2.0,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.0,2.0,all_explode,N_SN_median,9.0,9.0,9.215149,9.212299,0.0028500000000004633,0.0003093690293813155
CygOB2-B,MIST,3.5,2.0,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.0,2.0,all_explode,N_SN_median,1.0,1.0,1.339726,1.339779,5.300000000008076e-05,3.9558763049787137e-05
CygOB2-C,MIST,3.5,2.0,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.3,0.0,all_explode,N_SN_median,4.0,4.0,4.250838,4.251864,0.0010260000000004155,0.00024130593076364046
CygOB2-A,MIST,3.5,2.3,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.3,0.0,all_explode,N_SN_median,3.0,3.0,3.085876,3.08711,0.0012340000000001794,0.00039972660514208416
CygOB2-B,MIST,3.5,2.3,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.3,0.0,all_explode,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.3,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.3,1.0,all_explode,N_SN_median,4.0,4.0,4.408881,4.4091675,0.00028649999999963427,6.497825269728e-05
CygOB2-A,MIST,3.5,2.3,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.3,1.0,all_explode,N_SN_median,3.0,3.0,3.211842,3.211272,0.0005699999999997374,0.00017749975710551374
CygOB2-B,MIST,3.5,2.3,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.3,1.0,all_explode,N_SN_median,0.0,0.0,0.035862,0.0359505,8.850000000000524e-05,0.002461718195852776
CygOB2-C,MIST,3.5,2.3,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.3,2.0,all_explode,N_SN_median,5.0,5.0,4.762683,4.763985,0.0013019999999999143,0.0002733006086291024
CygOB2-A,MIST,3.5,2.3,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.3,2.0,all_explode,N_SN_median,3.0,3.0,3.401801,3.400976,0.0008249999999998536,0.00024257742483329892
CygOB2-B,MIST,3.5,2.3,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.3,2.0,all_explode,N_SN_median,0.0,0.0,0.493817,0.4943195,0.0005025000000000168,0.001016549013340596
CygOB2-C,MIST,3.5,2.3,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.6,0.0,all_explode,N_SN_median,1.0,1.0,1.591986,1.59189,9.599999999987396e-05,6.030567438697018e-05
CygOB2-A,MIST,3.5,2.6,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.6,0.0,all_explode,N_SN_median,1.0,1.0,1.108428,1.108004,0.00042399999999997995,0.00038267009866388565
CygOB2-B,MIST,3.5,2.6,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.6,0.0,all_explode,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.6,0.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.6,1.0,all_explode,N_SN_median,1.0,1.0,1.663695,1.6641345,0.0004395000000001481,0.0002641012490277367
CygOB2-A,MIST,3.5,2.6,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.6,1.0,all_explode,N_SN_median,1.0,1.0,1.138046,1.136287,0.001758999999999844,0.0015480243987653153
CygOB2-B,MIST,3.5,2.6,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.6,1.0,all_explode,N_SN_median,0.0,0.0,0.011474,0.011581,0.00010699999999999946,0.009239271220101845
CygOB2-C,MIST,3.5,2.6,1.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-A,MIST,3.5,2.6,2.0,all_explode,N_SN_median,2.0,2.0,1.829177,1.8294595,0.00028249999999996334,0.00015441719261889282
CygOB2-A,MIST,3.5,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-B,MIST,3.5,2.6,2.0,all_explode,N_SN_median,1.0,1.0,1.194964,1.1938845,0.0010794999999999,0.0009041913183393368
CygOB2-B,MIST,3.5,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
CygOB2-C,MIST,3.5,2.6,2.0,all_explode,N_SN_median,0.0,0.0,0.176272,0.176485,0.00021299999999999097,0.0012069014363826442
CygOB2-C,MIST,3.5,2.6,2.0,islands,N_SN_median,0.0,0.0,0.0,0.0,0.0,
