subgroup,family,R_V,alpha,k_median,turnoff_prior_mean_Msun,predicted_true_living,predicted_observed_living,effective_completeness,observed_living,closure_ratio,closure_ratio_lo68,closure_ratio_hi68,shortfall
CygOB2-A,PARSEC,3.1,2.3,1734.0003876864596,59.70434892054486,82.62875924734429,68.64928084675839,0.8308158257739395,59.412929296875,0.8654559605584051,0.8166401704129249,0.917226345848799,9.236351549883388
CygOB2-A,PARSEC,3.1,2.6,2408.730131429452,59.70434892054486,51.920541028587756,44.952801288572466,0.8657999396389415,59.412929296875,1.32167356858311,1.240982292604783,1.4067638415779815,-14.460128008302533
CygOB2-B,PARSEC,3.1,2.0,1153.8039516507479,71.10112027358689,127.04566422059001,113.21489064720464,0.8911354145122896,79.55346601562499,0.7026767023387945,0.658989939942551,0.7506295077881519,33.66142463157965
CygOB2-B,PARSEC,3.1,2.3,1647.4863007582767,71.10112027358689,79.69480079380402,74.50039960109672,0.9348213291084461,79.55346601562499,1.0678260310224414,0.998989565226142,1.1446993894981905,-5.053066414528274
CygOB2-B,PARSEC,3.1,2.6,2289.9249756183463,71.10112027358689,49.83392328419446,49.29167268358306,0.9891188458609,79.55346601562499,1.6139331794703091,1.4979165796828804,1.7415186585483735,-30.261793332041933
CygOB2-C,PARSEC,3.1,2.0,1291.6206539033174,119.99999999999999,151.00101982009426,120.30025072094827,0.7966850214937388,107.43566875,0.8930627168783771,0.8370679042839371,0.9542859821711059,12.864581970948265
CygOB2-C,PARSEC,3.1,2.3,1893.687134389921,119.99999999999999,95.06555147373867,78.99859244582852,0.8309907345107176,107.43566875,1.3599694048178335,1.2706244516326892,1.4578103062710106,-28.437076304171484
CygOB2-C,PARSEC,3.1,2.6,2692.611976232228,119.99999999999999,59.92646165118616,52.15903131159488,0.8703839651871464,107.43566875,2.0597711661511857,1.9110190466021482,2.226931547848767,-55.276637438405125
CygOB2-A,PARSEC,3.5,2.0,1272.9979442740068,60.82399147486474,137.746190940757,110.65188982370096,0.8033027197920196,65.62187734375,0.5930479583159745,0.5609092291243072,0.6265592273709031,45.030012479950955
CygOB2-A,PARSEC,3.5,2.3,1823.5262456195305,60.82399147486474,87.23081744097108,72.69572070259227,0.8333719989702644,65.62187734375,0.9026924378701424,0.8519757179861516,0.9563151406210482,7.073843358842268
CygOB2-A,PARSEC,3.5,2.6,2554.9478222761536,60.82399147486474,55.21404226877744,47.96715145307197,0.86874913485906,65.62187734375,1.3680586683983162,1.2861652350411332,1.4579881884485035,-17.65472589067803
CygOB2-B,PARSEC,3.5,2.0,1290.1935403599443,110.31534915821896,149.56860922929118,132.3509969632642,0.8848848541498966,91.996693359375,0.6950963382989092,0.6508808750233972,0.743064898853962,40.35430360388921
CygOB2-B,PARSEC,3.5,2.3,1856.4735140310736,110.31534915821896,92.73304334557238,86.25139605860069,0.9301042319638142,91.996693359375,1.0666110644385496,0.9950028927486269,1.1440796384572012,-5.745297300774311
CygOB2-B,PARSEC,3.5,2.6,2590.9899082299535,110.31534915821896,57.49927410732226,56.73217523877566,0.9866589816922765,91.996693359375,1.6215964392723747,1.5024166992468055,1.750920208323745,-35.26451812059934
CygOB2-C,PARSEC,3.5,2.0,1383.7419711448663,119.99999999999999,161.77075535243236,129.13518440301226,0.7982603785318272,124.055012109375,0.9606600453848211,0.8987688666908308,1.0273981850424647,5.080172293637261
