subgroup,bin0,bin1,bin2,bin3,bin4,bin5,chi2_p,trend_p,max_abs_residual,pass
CygOB2-A,1.326735478358227,1.3667260237006842,-0.6503092835429112,-0.2706442693867676,0.127378985619524,1.1976039826645135,0.3498136748411814,0.4684781341107872,1.3667260237006842,True
CygOB2-B,1.4455350754373062,2.41314480136855,3.6249050682539177,-0.36313115864214945,-1.3008176257871533,-0.9180290659283242,0.0002457769536345612,0.11078717201166179,3.6249050682539177,False
CygOB2-C,1.493917331861449,0.5427445494874469,0.828737912282991,-0.2028188121685878,0.28253544107459366,1.5244777289403961,0.3409143658046784,0.9571545189504373,1.5244777289403961,True
