version,subgroup,family,R_V,alpha,chi2_p,max_abs_residual,incumbent_trend_p,replacement_trend_p,replacement_T,gate_incumbent,gate_replacement,pi,pi_incumbent,replicate_trend_p_lo68,replicate_trend_p_hi68,replicate_max_abs_lo68,replicate_max_abs_hi68,indeterminate,indeterminate_incumbent
repair_v5,CygOB2-A,MIST,3.1,2.3,0.4332080379436778,1.6878698009189959,0.1561749271137024,0.1618,-1.3687496038815474,True,True,0.85,0.795,0.05288600000000001,0.22976799999999997,1.0573178359073947,1.6972749497011377,True,True
repair_v5,CygOB2-A,MIST,3.1,2.6,0.32862354468656485,1.5806724526589988,0.8717434402332361,0.9935,-0.00654842448516146,True,True,0.9925,0.9725,0.29628600000000005,0.8713679999999997,0.8531601431690186,1.5965917890712402,False,False
repair_v5,CygOB2-A,MIST,3.5,2.0,0.6263416807811333,1.4562669577631668,0.4684781341107872,0.33665,-0.9609151856899517,True,True,1.0,0.915,0.17756200000000003,0.46398999999999996,1.0858169446307724,1.549686167959321,False,True
repair_v5,CygOB2-A,MIST,3.5,2.3,0.5083625687713956,1.3028970731975862,0.6227871720116619,0.59755,0.5193026281574725,True,True,1.0,0.9975,0.486128,0.9099160000000001,0.8077523099818631,1.3111157542773553,False,False
repair_v5,CygOB2-A,MIST,3.5,2.6,0.040681661117314395,2.3096231287511557,0.01884548104956266,0.04825,1.9394750475029314,False,False,0.7775,0.7625,0.034352,0.42170199999999974,1.315405273160251,2.07004910111196,True,True
repair_v5,CygOB2-A,PARSEC,3.0,2.0,0.08602256903702872,2.1805176593553166,0.208,0.02265,-2.2868774687844504,True,False,0.0725,0.9275,0.0065,0.036458,1.676605629923589,2.2644293719083888,True,True
repair_v5,CygOB2-A,PARSEC,3.0,2.3,0.2908746246757918,1.4637999791931917,0.3965014577259473,0.4555,-0.7386466787848187,True,True,0.9725,0.995,0.177822,0.56431,1.086825218367213,1.6661852417308831,False,False
repair_v5,CygOB2-A,PARSEC,3.0,2.6,0.09236799280005169,2.380494763178239,0.7871720116618076,0.4495,0.7327522872013545,True,True,0.9875,0.99,0.33897200000000005,0.863858,1.111254028087994,1.8779707371879604,False,False
repair_v5,CygOB2-A,PARSEC,3.1,2.0,0.18901595537027238,1.927975288180768,0.208,0.0395,-2.0755705572361536,True,False,0.295,0.8325,0.014476000000000001,0.06665599999999999,1.4532370584444434,2.008059436085382,True,True
repair_v5,CygOB2-A,PARSEC,3.1,2.3,0.4476448736087042,1.3391733966765174,0.4684781341107872,0.58965,-0.5253640176974923,True,True,0.9975,0.995,0.256094,0.7558739999999996,0.9000616110577149,1.4839769036429782,False,False
repair_v5,CygOB2-A,PARSEC,3.1,2.6,0.11428700536024168,2.3799271123672474,0.4684781341107872,0.33435,0.9502975294569443,True,True,0.9925,0.9825,0.283094,0.85153,0.9805928540845352,1.891075694770574,False,False
repair_v5,CygOB2-A,PARSEC,3.5,2.0,0.942043520779144,0.8524941600369226,0.7040000000000001,0.96905,-0.0391330022800774,True,True,1.0,0.97,0.652708,0.9522459999999999,0.4213355061616739,0.8790741710257327,False,False
repair_v5,CygOB2-A,PARSEC,3.5,2.3,0.4113652094066046,1.6699609382936544,0.04156268221574335,0.1498,1.4352605071863138,False,True,0.9925,0.5375,0.119068,0.4037259999999999,0.852750974710303,1.3778379205717453,False,True
repair_v5,CygOB2-A,PARSEC,3.5,2.6,0.01197699878737473,2.9344048842227375,0.04156268221574335,0.0108,2.539400535284173,False,False,0.47,0.465,0.014312000000000002,0.14082199999999992,1.3199877976370495,2.138261806931948,True,True
repair_v5,CygOB2-B,MIST,3.0,2.0,0.017747506921217578,3.170163688020762,0.004804664723032055,0.0034,-2.8682899908703514,False,False,0.0025,0.085,0.0015180000000000007,0.012731999999999993,2.222864234897849,3.0780973464660284,False,True
repair_v5,CygOB2-B,MIST,3.0,2.3,0.09991805284950389,2.878581100884011,0.11078717201166179,0.08885,-1.708953383392438,True,True,0.7325,0.7225,0.035934,0.20253799999999997,1.7259420028938417,2.663573088794019,True,True
repair_v5,CygOB2-B,MIST,3.0,2.6,0.09659025292836096,2.767893054254138,0.7871720116618076,0.52785,-0.6222378956862302,True,True,0.9475,0.9375,0.16605599999999998,0.791798,1.2387862604925994,2.2973554237270144,True,True
repair_v5,CygOB2-B,MIST,3.1,2.0,0.020626081522483984,3.2758893831403184,0.004804664723032055,0.00845,-2.6061973641158485,False,False,0.055,0.1575,0.0041,0.026585999999999974,2.290415447757666,3.1944339751365787,True,True
repair_v5,CygOB2-B,MIST,3.1,2.3,0.09148497084289015,2.9884272819877378,0.11078717201166179,0.142,-1.4466834641066084,True,True,0.83,0.8075,0.06138600000000001,0.2942739999999999,1.764623009973166,2.6842679157990377,True,True
repair_v5,CygOB2-B,MIST,3.1,2.6,0.06705088001457489,2.884365299308633,0.7040000000000001,0.72005,-0.3534077649114256,True,True,0.9275,0.925,0.23933200000000002,0.8625539999999999,1.3256475701492691,2.5336556317412766,True,True
repair_v5,CygOB2-B,MIST,3.5,2.0,0.03134914982631995,3.006823052919516,0.04156268221574335,0.0295,-2.151481467304615,False,False,0.315,0.46,0.018546000000000003,0.0723,2.12625822628691,2.7603023710596384,True,True
repair_v5,CygOB2-B,MIST,3.5,2.3,0.06856362206237034,2.8746201777528255,0.7040000000000001,0.2538,-1.1296664346976266,True,True,0.9875,0.96,0.15070200000000003,0.45129799999999987,1.7109783595424612,2.453114547540531,False,False
repair_v5,CygOB2-B,MIST,3.5,2.6,0.02708104954715388,2.9275792415680377,0.8717434402332361,0.86875,-0.1628775624170291,True,True,0.995,0.9975,0.46253000000000005,0.9156379999999997,1.3929085764320666,2.3489231559350543,False,False
repair_v5,CygOB2-B,PARSEC,3.0,2.0,0.056832740458658916,2.275145412632257,0.004804664723032055,0.0039,-2.8830105370349632,False,False,0.0,0.13,0.00185,0.0076079999999999984,1.6821451187616543,2.095641733792459,False,True
repair_v5,CygOB2-B,PARSEC,3.0,2.3,0.22620664487141542,2.1347950967968465,0.11078717201166179,0.0748,-1.7776271300287414,True,True,0.7325,0.845,0.037842,0.12635599999999994,1.2821348206697007,1.7907460839642366,True,True
repair_v5,CygOB2-B,PARSEC,3.0,2.6,0.18197122002271288,2.2467394731724863,0.26570262390670546,0.40615,-0.8311304683345235,True,True,0.985,0.955,0.155086,0.52585,1.0686358759886418,1.6505269874114883,False,False
repair_v5,CygOB2-B,PARSEC,3.1,2.0,0.09380125838151859,2.521944716893858,0.004804664723032055,0.01335,-2.4687256523458916,False,False,0.0375,0.0875,0.008534,0.03005599999999999,1.7574790488358851,2.2847356109092902,False,True
repair_v5,CygOB2-B,PARSEC,3.1,2.3,0.2929479732887663,2.2710794988085294,0.11078717201166179,0.1863,-1.3147650148908787,True,True,0.95,0.79,0.09564800000000001,0.28341399999999994,1.25424034286932,1.941861988981138,False,True
repair_v5,CygOB2-B,PARSEC,3.1,2.6,0.18660278187735962,2.2316804001334556,0.8717434402332361,0.7995,-0.25580548721716806,True,True,1.0,0.97,0.36270600000000003,0.8986379999999999,0.9487321419848284,1.7018416770257956,False,False
repair_v5,CygOB2-B,PARSEC,3.5,2.0,0.08909686489726108,2.2717634530223783,0.07239650145772594,0.0431,-2.0274765256969967,True,False,0.595,0.925,0.031046000000000004,0.09478399999999997,1.5029775945252317,1.992910012393081,True,True
repair_v5,CygOB2-B,PARSEC,3.5,2.3,0.15953726600977633,2.275131607008859,0.11078717201166179,0.3055,-1.0253217517712128,True,True,0.9975,0.9725,0.188644,0.481758,1.2118602502344693,1.7684027213402471,False,False
repair_v5,CygOB2-B,PARSEC,3.5,2.6,0.05503041421912216,2.492056262232009,0.8717434402332361,0.91675,-0.09960975854178952,True,True,1.0,1.0,0.506346,0.921666,1.0717757274867528,1.826671608973525,False,False
repair_v5,CygOB2-C,MIST,3.0,2.0,0.8208309385252063,1.002992256753737,0.7040000000000001,0.9066,-0.11691472058834484,True,True,1.0,0.995,0.672798,0.9532900000000001,0.5723322607805689,0.9559632780831427,False,False
repair_v5,CygOB2-C,MIST,3.0,2.3,0.38469442561579015,1.9712955156312988,0.3287230320699708,0.3077,1.024207083520437,True,True,1.0,0.925,0.191278,0.5701179999999999,0.9419114246462506,1.5393306902436221,False,True
repair_v5,CygOB2-C,MIST,3.0,2.6,0.02273576572091971,3.1369795592890597,0.11078717201166179,0.0421,2.0376593569013917,False,False,0.705,0.685,0.028586,0.24294399999999997,1.2526288947806712,2.2867756717063368,True,True
repair_v5,CygOB2-C,MIST,3.1,2.0,0.8168001348351397,1.1060866437291645,0.208,0.5364,0.6084769855283909,True,True,1.0,0.895,0.350606,0.7645899999999998,0.6292945312034196,1.0618121302147205,False,True
repair_v5,CygOB2-C,MIST,3.1,2.3,0.19350682287610538,2.235538552815788,0.07239650145772594,0.05565,1.8874554313389873,True,True,0.68,0.6,0.030941999999999997,0.22205799999999995,1.1218217528459027,1.8554782499563285,True,True
repair_v5,CygOB2-C,MIST,3.1,2.6,0.002383513058697154,3.521267051079805,0.07239650145772594,0.00135,3.1623138186350643,False,False,0.1525,0.3175,0.0008420000000000001,0.04752199999999999,1.6772975950227627,2.8928485819311387,True,True
repair_v5,CygOB2-C,MIST,3.5,2.0,0.013129575911132183,3.2504422019362837,0.26570262390670546,0.03535,-2.0586609598066206,False,False,0.9,0.9475,0.074742,0.4376439999999998,1.296046049958877,2.1477325447573294,True,True
repair_v5,CygOB2-C,MIST,3.5,2.3,0.016712535822113083,2.857104157585279,0.6227871720116619,0.28305,-1.0503134413892392,True,True,0.995,0.995,0.290616,0.889146,1.0653143843719965,1.8156049983894555,False,False
repair_v5,CygOB2-C,MIST,3.5,2.6,0.002183035780040375,2.5910951397047217,0.6227871720116619,0.97965,-0.02410381813540484,False,False,0.9,0.93,0.115984,0.8480439999999998,1.255141566502616,2.112448397672258,True,True
repair_v5,CygOB2-C,PARSEC,3.0,2.0,0.29080139150786766,1.8610891332891162,0.04156268221574335,0.08315,-1.7249279909561916,False,True,0.8525,0.735,0.05171,0.22031599999999998,1.0266141863444973,1.6723614855864948,True,True
repair_v5,CygOB2-C,PARSEC,3.0,2.3,0.3671098692518837,1.3860299800531948,0.5440932944606415,0.55985,-0.5828498223102101,True,True,0.995,0.9675,0.302342,0.8547999999999998,0.8116420263426378,1.4128351703095923,False,False
repair_v5,CygOB2-C,PARSEC,3.0,2.6,0.08164277084950564,2.375898075769794,0.8717434402332361,0.59015,0.5346089535188129,True,True,0.9675,0.945,0.22517,0.8563299999999999,0.9127275195331433,1.8511925588380016,False,True
repair_v5,CygOB2-C,PARSEC,3.1,2.0,0.3934566253185217,1.932613729455651,0.07239650145772594,0.18845,-1.3204075536017428,True,True,0.9775,0.845,0.121304,0.4535999999999996,0.8902424193224749,1.6854039800622995,False,True
repair_v5,CygOB2-C,PARSEC,3.1,2.3,0.3504091925141227,1.5555752046510112,0.9571545189504373,0.85785,-0.18414148471245786,True,True,0.9975,0.9675,0.451888,0.931746,0.7724115180407418,1.3640225148060148,False,False
repair_v5,CygOB2-C,PARSEC,3.1,2.6,0.047948892884056855,2.734267271415423,0.6227871720116619,0.34475,0.9415688290459944,True,True,0.9125,0.9225,0.129682,0.7675779999999999,0.9908835726782482,2.163094032310432,True,True
repair_v5,CygOB2-C,PARSEC,3.5,2.0,0.08293999889411176,2.733989585651425,0.3965014577259473,0.1327,-1.4764888526809492,True,True,0.9975,0.985,0.257374,0.657566,0.8961833875805972,1.527339428631161,False,False
repair_v5,CygOB2-C,PARSEC,3.5,2.3,0.05718102971250514,2.4346608125360834,0.6227871720116619,0.57275,-0.5570239881388088,True,True,1.0,0.99,0.419644,0.903832,0.8501495794079148,1.3226576987994423,False,False
repair_v5,CygOB2-C,PARSEC,3.5,2.6,0.005135640688031497,2.412534311338916,0.7040000000000001,0.70515,0.38278849927438896,False,False,0.8875,0.91,0.08184200000000001,0.7090519999999999,1.1122817943117893,1.8690529079133142,True,True
repair_v6,CygOB2-A,MIST,3.0,2.0,0.023733214170813834,2.445108638059271,0.04156268221574335,0.00155,-3.1593559233559443,False,False,0.0,0.0025,0.0008420000000000001,0.00195,2.053147849442838,2.276723650159241,False,False
repair_v6,CygOB2-A,MIST,3.0,2.3,0.22609382532489844,1.7586376296209065,0.26570262390670546,0.07775,-1.7306683973352133,True,True,0.585,0.76,0.039292,0.069824,1.2757559151860889,1.5061848183505648,True,True
repair_v6,CygOB2-A,MIST,3.0,2.6,0.2403933363212271,1.609826509042741,0.7040000000000001,0.68375,-0.39800551210281077,True,True,1.0,1.0,0.30413399999999996,0.524482,0.9111823235645554,1.163356080595256,False,False
repair_v6,CygOB2-A,MIST,3.1,2.0,0.0964183360035659,1.974892472528253,0.01884548104956266,0.00675,-2.7060621499270416,False,False,0.0,0.0625,0.00455,0.0075,1.6181755379980665,1.7574398254271992,False,True
repair_v6,CygOB2-A,MIST,3.1,2.3,0.45901595242943016,1.694872277828261,0.1561749271137024,0.2045,-1.2555972232468828,True,True,0.9975,0.9825,0.112642,0.18694599999999997,1.024758230330574,1.28748582269164,False,False
repair_v6,CygOB2-A,MIST,3.1,2.6,0.308411151938122,1.5919225198559404,0.8717434402332361,0.9149,0.10387195985784814,True,True,1.0,1.0,0.5654859999999999,0.891958,0.7248865138136418,1.0277068875303792,False,False
repair_v6,CygOB2-A,MIST,3.5,2.0,0.6763809544182975,1.3632173029521977,0.4684781341107872,0.3633,-0.8985346402403591,True,True,1.0,0.9925,0.273492,0.382614,1.125114617576836,1.2858175225985125,False,False
repair_v6,CygOB2-A,MIST,3.5,2.3,0.5313405776437293,1.3334547015328473,0.6227871720116619,0.5609,0.5738776356339205,True,True,1.0,1.0,0.621778,0.8458339999999999,0.7765766757707753,1.038443775833669,False,False
repair_v6,CygOB2-A,MIST,3.5,2.6,0.04116636157275322,2.3380949238448134,0.01884548104956266,0.04645,1.9832101556977269,False,False,0.9825,0.7525,0.08522,0.20976399999999984,1.3705276141659466,1.6563325870117056,False,True
repair_v6,CygOB2-A,PARSEC,3.0,2.0,0.07165020213616752,2.2238344651763984,0.208,0.0213,-2.326402904898491,True,False,0.0,1.0,0.0117,0.023881999999999994,1.7972280310666322,2.057246494923066,False,False
repair_v6,CygOB2-A,PARSEC,3.0,2.3,0.24219286872155207,1.5607371533639183,0.4684781341107872,0.41595,-0.8066956868294354,True,True,1.0,1.0,0.229834,0.378358,1.1045255578412831,1.3055536352275696,False,False
repair_v6,CygOB2-A,PARSEC,3.0,2.6,0.07425599710174992,2.3708974182637483,0.7871720116618076,0.52605,0.6191756974255168,True,True,1.0,1.0,0.704318,0.950508,1.070253110703144,1.4063711326248158,False,False
repair_v6,CygOB2-A,PARSEC,3.1,2.0,0.22992230853004117,1.7806758392392616,0.208,0.0536,-1.9304836943743293,True,True,0.3775,0.97,0.035092,0.05876599999999999,1.38295714782808,1.6030926271204573,True,False
repair_v6,CygOB2-A,PARSEC,3.1,2.3,0.4416989058153322,1.4146428027860172,0.8717434402332361,0.6817,-0.40241598811390294,True,True,1.0,1.0,0.418332,0.612648,0.8528713164934135,1.0539948002739452,False,False
repair_v6,CygOB2-A,PARSEC,3.1,2.6,0.09327206935282333,2.4341199692793234,0.4684781341107872,0.29575,1.0357830581421341,True,True,1.0,1.0,0.45297,0.7863719999999997,0.9506122308759297,1.3965359561716142,False,False
repair_v6,CygOB2-A,PARSEC,3.5,2.0,0.9181222026081028,0.9815957699393351,0.7040000000000001,0.97635,-0.030580615160056036,True,True,1.0,1.0,0.810942,0.958566,0.48257711568509803,0.7147873098434828,False,False
repair_v6,CygOB2-A,PARSEC,3.5,2.3,0.38023425697343627,1.6857151282229037,0.04156268221574335,0.1504,1.436159106064604,False,True,1.0,0.57,0.19555999999999998,0.32222799999999996,0.9166518705339877,1.1278834974878833,False,True
repair_v6,CygOB2-A,PARSEC,3.5,2.6,0.008305550758957272,3.0004274300950335,0.004804664723032055,0.00595,2.733108273888928,False,False,0.215,0.095,0.015376,0.056858,1.4783436912359547,1.8933308167841898,True,True
repair_v6,CygOB2-B,MIST,3.0,2.0,0.017696943640355105,3.1908258980487574,0.004804664723032055,0.00515,-2.8460034426660017,False,False,0.0,0.0025,0.003742,0.0086,2.4850578193691266,2.844002574956269,False,False
repair_v6,CygOB2-B,MIST,3.0,2.3,0.0967347289577738,2.9032847354996583,0.11078717201166179,0.08915,-1.6924067585618412,True,True,0.87,0.7225,0.054492,0.11885,1.989064915166481,2.4030229937376872,True,True
repair_v6,CygOB2-B,MIST,3.0,2.6,0.08995979821621383,2.8068876857643965,0.7871720116618076,0.5362,-0.6164266538247192,True,True,1.0,0.9875,0.273864,0.59368,1.5267782494951512,2.0641698094383454,False,False
repair_v6,CygOB2-B,MIST,3.1,2.0,0.023663489916730517,3.2626269905164724,0.004804664723032055,0.01045,-2.5199665769892294,False,False,0.0,0.025,0.00755,0.0185,2.5602659201591123,2.9045692620264862,False,False
repair_v6,CygOB2-B,MIST,3.1,2.3,0.0924647613674159,2.996159937274127,0.11078717201166179,0.16475,-1.3733418628751193,True,True,1.0,0.8825,0.108486,0.21551199999999998,2.0157353809723464,2.4773721397909205,False,True
repair_v6,CygOB2-B,MIST,3.1,2.6,0.06274513685005804,2.904148167165015,0.7040000000000001,0.76545,-0.29429814326874226,True,True,1.0,0.9975,0.45734600000000003,0.8328239999999999,1.5807053302570897,2.1086192344908046,False,False
repair_v6,CygOB2-B,MIST,3.5,2.0,0.05757993224716631,2.8349195540518126,0.04156268221574335,0.0586,-1.8979395663944343,False,True,0.7575,0.475,0.04355,0.11060599999999998,2.0270934526450026,2.5842657216786473,True,True
repair_v6,CygOB2-B,MIST,3.5,2.3,0.09233364200224925,2.7480514191876453,0.9571545189504373,0.357,-0.9083317234498445,True,True,1.0,0.9925,0.245898,0.5196919999999998,1.658598663057001,2.2780780026343495,False,False
repair_v6,CygOB2-B,MIST,3.5,2.6,0.027802107344278043,2.8702074439513994,0.8717434402332361,0.9926,-0.010362430368783211,True,True,1.0,1.0,0.65465,0.954566,1.4977651036685828,2.0518809456492075,False,False
repair_v6,CygOB2-B,PARSEC,3.0,2.0,0.0594856317534941,2.1130236324577365,0.004804664723032055,0.00385,-2.901170972581395,False,False,0.0,0.075,0.00205,0.00855,1.632883287962467,2.008196793633592,False,True
repair_v6,CygOB2-B,PARSEC,3.0,2.3,0.2375913387566105,1.9891739996996607,0.11078717201166179,0.07,-1.7954269319102014,True,True,0.6475,0.7625,0.033134,0.11393599999999997,1.2281542002668768,1.666008104381108,True,True
repair_v6,CygOB2-B,PARSEC,3.0,2.6,0.19381925400804895,2.1285600861924747,0.3965014577259473,0.38565,-0.847896460709061,True,True,0.9925,0.965,0.166,0.47466399999999964,1.0044097226081394,1.569963599801014,False,False
repair_v6,CygOB2-B,PARSEC,3.1,2.0,0.07039957407496866,2.6404800635228676,0.004804664723032055,0.01035,-2.551258686249027,False,False,0.005,0.055,0.007442,0.02165,1.9000786002924366,2.411951205521094,False,True
repair_v6,CygOB2-B,PARSEC,3.1,2.3,0.22393314388036575,2.434549540456054,0.11078717201166179,0.1479,-1.430148835779247,True,True,0.965,0.8075,0.0793,0.22806599999999996,1.4586194331356828,2.0442028707241553,False,True
repair_v6,CygOB2-B,PARSEC,3.1,2.6,0.14385829524675303,2.4452875936401224,0.7871720116618076,0.67585,-0.4123009984620107,True,True,1.0,0.9825,0.33136200000000005,0.8241240000000001,1.0862127915723199,1.7873275817832148,False,False
repair_v6,CygOB2-B,PARSEC,3.5,2.0,0.06692586446191674,2.3555144558354146,0.07239650145772594,0.0343,-2.132319723501593,True,False,0.3575,0.9625,0.026591999999999998,0.07038199999999999,1.556620198822515,2.032552063023568,True,False
repair_v6,CygOB2-B,PARSEC,3.5,2.3,0.13795978598105998,2.3283374251692757,0.11078717201166179,0.25975,-1.1282502067091043,True,True,1.0,0.9925,0.170904,0.4299419999999999,1.2748932750241577,1.7806857363912763,False,False
repair_v6,CygOB2-B,PARSEC,3.5,2.6,0.05381276633464831,2.5036253697373145,0.8717434402332361,0.85735,-0.18336575684619588,True,True,1.0,1.0,0.533806,0.927308,1.052817948856225,1.726748198798468,False,False
repair_v6,CygOB2-C,MIST,3.0,2.0,0.8243612992533926,0.9580576314203244,0.7040000000000001,0.9334,-0.08361670162849011,True,True,1.0,1.0,0.8368519999999999,0.9732459999999999,0.5724319269719251,0.7605743426889583,False,False
repair_v6,CygOB2-C,MIST,3.0,2.3,0.3865681985418191,1.963521240781519,0.3287230320699708,0.31045,1.0130331290699714,True,True,1.0,0.985,0.304466,0.478064,0.9804745477077667,1.2861324058198311,False,False
repair_v6,CygOB2-C,MIST,3.0,2.6,0.024694794056727705,3.0962854181729633,0.11078717201166179,0.04975,1.941758037153232,False,False,0.8625,0.7325,0.053092,0.205232,1.3347820918937188,2.021767369074556,True,True
repair_v6,CygOB2-C,MIST,3.1,2.0,0.8208732840746187,1.100379889470449,0.208,0.54895,0.5983198408058868,True,True,1.0,1.0,0.493628,0.642908,0.6369488013845269,0.8086554703307625,False,False
repair_v6,CygOB2-C,MIST,3.1,2.3,0.19768020492882846,2.2284697227795807,0.07239650145772594,0.05975,1.8738996436648108,True,True,0.935,0.7225,0.061484,0.126308,1.229523764791641,1.5511259450604038,True,True
repair_v6,CygOB2-C,MIST,3.1,2.6,0.0024999810832985843,3.512342697719081,0.04156268221574335,0.0016,3.144915099873194,False,False,0.0075,0.2275,0.00325,0.015689999999999992,1.7979594954138665,2.344333941368684,False,True
repair_v6,CygOB2-C,MIST,3.5,2.0,0.03532500854414673,2.935075095985087,0.26570262390670546,0.08325,-1.7252833867470065,True,True,1.0,1.0,0.206966,0.4424739999999998,1.1792594635744407,1.5940795763608064,False,False
repair_v6,CygOB2-C,MIST,3.5,2.3,0.03356380994952829,2.56522387345179,0.6227871720116619,0.46105,-0.7308863055193012,True,True,1.0,1.0,0.675172,0.957182,0.9977721809901691,1.3400469911669495,False,False
repair_v6,CygOB2-C,MIST,3.5,2.6,0.0035604767603890967,2.3254541411627327,0.8717434402332361,0.78875,0.2677589750084627,False,False,0.9825,0.99,0.15784199999999998,0.6008519999999998,1.1442842065459733,1.5503884648191109,False,False
repair_v6,CygOB2-C,PARSEC,3.0,2.0,0.28407165014632985,1.913558637802196,0.07239650145772594,0.08455,-1.7234871910794956,True,True,1.0,0.6625,0.091818,0.151494,1.0739169374777302,1.3758049738494542,False,True
repair_v6,CygOB2-C,PARSEC,3.0,2.3,0.3540142594304908,1.4532462012909244,0.5440932944606415,0.55685,-0.5885852855441213,True,True,1.0,1.0,0.506958,0.7383599999999999,0.8110406362159155,1.0606711316123552,False,False
repair_v6,CygOB2-C,PARSEC,3.0,2.6,0.07899042559442136,2.3926175918927437,0.8717434402332361,0.60045,0.5197306918692582,True,True,1.0,1.0,0.48028400000000004,0.8391299999999999,0.9072527879477743,1.3658325959049564,False,False
repair_v6,CygOB2-C,PARSEC,3.1,2.0,0.46642122026727084,1.7711940782905897,0.07239650145772594,0.22465,-1.1897844194111618,True,True,1.0,0.83,0.24427000000000001,0.369992,0.8781110529544739,1.1815341024635544,False,True
repair_v6,CygOB2-C,PARSEC,3.1,2.3,0.39233622172273647,1.5673843285159779,0.9571545189504373,0.95505,-0.05693089104044811,True,True,1.0,1.0,0.785012,0.971972,0.699612794746587,0.9440480301722568,False,False
repair_v6,CygOB2-C,PARSEC,3.1,2.6,0.05220938108053693,2.7394571855564003,0.7871720116618076,0.28475,1.0639719061080888,True,True,0.9975,0.9425,0.22009199999999998,0.470598,1.1145579361504954,1.6358199402782658,False,True
repair_v6,CygOB2-C,PARSEC,3.5,2.0,0.09139291690936713,2.679926218025921,0.3965014577259473,0.1408,-1.444694146557744,True,True,1.0,0.9975,0.326984,0.604266,0.871227673601181,1.3318729410260453,False,False
repair_v6,CygOB2-C,PARSEC,3.5,2.3,0.06486761039781602,2.354986123225172,0.6227871720116619,0.6267,-0.4768555487948851,True,True,1.0,1.0,0.5829139999999999,0.938416,0.7796983821789999,1.0796570455463106,False,False
repair_v6,CygOB2-C,PARSEC,3.5,2.6,0.00562823324180514,2.466689232787658,0.7040000000000001,0.6047,0.5075229867842781,False,False,0.9525,0.925,0.106534,0.39622999999999997,1.0491274547539655,1.5029288752224248,False,True
