family,R_V,alpha,chi2,max_abs_residual,bin2_residual,res_bin0,res_bin1,res_bin2,res_bin3,res_bin4,res_bin5
PARSEC,3.5,2.0,20.669886879675868,3.7051591061487072,3.7051591061487072,1.0896051279222139,-0.06099340958334879,3.7051591061487072,-0.20578994049009344,-1.587853314364394,-1.7852438767426952
PARSEC,3.5,2.1,18.619049267310572,3.587502811134181,3.587502811134181,0.910302195137843,-0.1444974818897992,3.587502811134181,-0.2442462076638749,-1.5180770441230316,-1.5922088797699085
PARSEC,3.5,2.2,16.804592955318412,3.4763343906825765,3.4763343906825765,0.7335542532584804,-0.22560455158978757,3.4763343906825765,-0.27824741455059776,-1.4469522075626051,-1.3998573458142025
PARSEC,3.5,2.3,15.216205326168026,3.371462947903293,3.371462947903293,0.5591524636834667,-0.3043032879920566,3.371462947903293,-0.3078467951885867,-1.3745518139880746,-1.2083164360842764
PARSEC,3.5,2.4,13.84416773107979,3.272694520127717,3.272694520127717,0.3868842269972074,-0.38058224690744547,3.272694520127717,-0.3330956078967582,-1.3009394195988808,-1.0177032965354258
PARSEC,3.5,2.5,12.679350390860945,3.1798324765250214,3.1798324765250214,0.2165330618532142,-0.45442935219212455,3.1798324765250214,-0.35404215647051596,-1.2261681248179879,-0.8281238374847435
PARSEC,3.5,2.6,11.7132117563399,3.092677916329958,3.092677916329958,0.04787852558757428,-0.5258313479530434,3.092677916329958,-0.3707307837348055,-1.1502796005074882,-0.639671500951891
PARSEC,3.5,2.7,10.937802455719085,3.0110300633736484,3.0110300633736484,-0.11930381646472503,-0.5947732235518783,3.0110300633736484,-0.38320084062695997,-1.073303143588236,-0.45242601915476627
PARSEC,3.5,2.8,10.34577393810464,2.9346866528186686,2.9346866528186686,-0.285242364798932,-0.6612376136388566,2.9346866528186686,-0.39148563361053196,-0.9952547615721014,-0.2664521678469205
PARSEC,3.5,2.9,9.930391906486209,2.8634443063245536,2.8634443063245536,-0.45016939330545597,-0.7252041755754944,2.8634443063245536,-0.39561135287784627,-0.9161362846125419,-0.08179851840381173
PARSEC,3.5,3.0,9.685554620422867,2.7970988922961935,2.7970988922961935,-0.6143208798561849,-0.7866489467881713,2.7970988922961935,-0.3955959835128217,-0.8359345029158722,0.10150380727526484
PARSEC,3.5,3.1,9.605816139615046,2.7354458683832874,2.7354458683832874,-0.7779362478888339,-0.845543684855598,2.7354458683832874,-0.39144820158872184,-0.7546203267634205,0.2834423749013745
PARSEC,3.5,3.2,9.686414575408765,2.6782806039921816,2.6782806039921816,-0.9412580057042673,-0.9018551934980124,2.6782806039921816,-0.3831662570979638,-0.6721479660026696,0.4640246648254162
PARSEC,3.5,3.3,9.923305419077645,2.625398681231758,2.625398681231758,-1.1045312690392457,-0.9555446381292855,2.625398681231758,-0.3707368456825039,-0.5884541257005281,0.6432792839199273
PARSEC,3.5,3.4,10.313200024396599,2.5765961734334724,2.5765961734334724,-1.2680031515067833,-1.0065668552816815,2.5765961734334724,-0.35413397138288594,-0.5034572147373283,0.8212571584487499
PARSEC,3.5,3.5,10.853609338408278,2.531669901155285,2.531669901155285,-1.4319220067916485,-1.054869661041326,2.531669901155285,-0.3333178030775287,-0.4170565644765942,0.9980327042995913
PARSEC,3.5,3.6,11.542892999124906,2.4904176663926627,2.4904176663926627,-1.5965365061432977,-1.1003931646660299,2.4904176663926627,-0.30823352796580633,-0.3291316552897251,1.1737049712241399
PARSEC,3.5,3.7,12.380313952825256,2.452638466572475,2.452638466572475,-1.7620945348260775,-1.1430690948164013,2.452638466572475,-0.2788102063782737,-0.2395413496582769,1.348398757990066
PARSEC,3.5,3.8,13.366098787105312,2.4181326907908143,2.4181326907908143,-1.928841891877231,-1.1828201473357478,2.4181326907908143,-0.24495963339073074,-0.14812313182628978,1.5222656955529292
PARSEC,3.5,3.9,14.501504029321595,2.386702301666545,2.386702301666545,-2.0970207789018707,-1.2195593652750187,2.386702301666545,-0.20657521418330918,-0.054692355530187996,1.6954852954528015
PARSEC,3.5,4.0,15.78888872386374,2.3581510071100293,2.3581510071100293,-2.2668680658161353,-1.2531895638809325,2.3581510071100293,-0.1635308618204438,0.04095849681459833,1.8682659605804464
