family,R_V,alpha,sf_duration_Myr,explodability,yield_arm,in_headline_set,N_SN_mean,mean_progenitor_Msun,rate_now_per_Myr,M_al26_Msun,M_fe60_Msun,M_al26_steady_state_Msun,M_fe60_steady_state_Msun,saturation_al26,saturation_fe60,F_1809_ph_cm2_s,F_1173_ph_cm2_s,F_1332_ph_cm2_s,F_fe60_combined_ph_cm2_s
MIST,3.0,2.6,2.0,all_explode,LC06_NL,False,4.0243,76.47,3.1123,0.0004695631414979138,0.0016808045134779957,0.0008150451525715095,0.006406633749391749,0.5761191757492427,0.2623537694249453,2.0620339753841193e-06,8.89741068208344e-07,8.904535735682704e-07,1.7801946417766143e-06
MIST,3.0,2.6,2.0,all_explode,LC06_Langer,False,4.0243,76.47,3.1123,0.00014835178922159976,6.70791420338503e-05,0.0002376328588191077,0.00024071404166833778,0.6242898812850162,0.27866734141863536,6.514702766237486e-07,3.5508631140095116e-08,3.553706648034745e-08,7.104569762044257e-08
MIST,3.0,2.6,2.0,all_explode,LC18_REC,False,4.0243,76.47,3.1123,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.0,0.0,all_explode,LC06_NL,True,27.9469,83.77,19.8702,0.003701868226479154,0.014301083212600754,0.005830330148342622,0.049168326296015065,0.6349328652566061,0.2908596710512762,1.6256339948328085e-05,7.570339651091369e-06,7.576401985146298e-06,1.5146741636237666e-05
MIST,3.1,2.0,0.0,all_explode,LC06_Langer,True,27.9469,83.77,19.8702,0.0010140830218205734,0.0004279755453738654,0.0015232482151402804,0.0014255477832504828,0.6657372132401832,0.30021830934211896,4.453232079041937e-06,2.265506879916982e-07,2.2673210996406394e-07,4.5328279795576215e-07
MIST,3.1,2.0,0.0,all_explode,LC18_REC,True,27.9469,83.77,19.8702,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.0,1.0,all_explode,LC06_NL,True,27.9022,82.76,20.7876,0.003563348760462932,0.013801931427270951,0.006005860653471922,0.050158826644517325,0.5933119274758729,0.27516455927263184,1.564804721848062e-05,7.306111515626374e-06,7.311962255578827e-06,1.46180737712052e-05
MIST,3.1,2.0,1.0,all_explode,LC06_Langer,True,27.9022,82.76,20.7876,0.000992025619675002,0.0004329080399445733,0.0015851568654486558,0.0015156366651222504,0.625821734932349,0.28562784861743573,4.356369466512793e-06,2.2916172511890842e-07,2.2934523801189653e-07,4.5850696313080496e-07
MIST,3.1,2.0,1.0,all_explode,LC18_REC,True,27.9022,82.76,20.7876,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.0,2.0,all_explode,LC06_NL,True,28.7398,79.64,18.9897,0.0033621542025224042,0.012881396828718979,0.005229881998130054,0.04240437053556104,0.6428738169856497,0.30377521623428927,1.4764523837977811e-05,6.818822583171295e-06,6.824283101756418e-06,1.3643105684927713e-05
MIST,3.1,2.0,2.0,all_explode,LC06_Langer,True,28.7398,79.64,18.9897,0.0010051716198118553,0.00046206632693725664,0.0014469096061700505,0.0014424327266657868,0.6947024302869413,0.32033821640010385,4.414098654617556e-06,2.445967892253895e-07,2.4479266253007447e-07,4.893894517554639e-07
MIST,3.1,2.0,2.0,all_explode,LC18_REC,True,28.7398,79.64,18.9897,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.3,0.0,all_explode,LC06_NL,True,10.6387,82.83,8.2523,0.0014222588224107704,0.005365680154711302,0.002388988529016459,0.020013270846892934,0.5953393267218035,0.2681061079800619,6.245690418215772e-06,2.840345771465377e-06,2.8426203226337178e-06,5.682966094099095e-06
MIST,3.1,2.3,0.0,all_explode,LC06_Langer,True,10.6387,82.83,8.2523,0.0003940125598971717,0.00016366830009496754,0.0006336771422803403,0.0005910784680758529,0.6217875533261062,0.2768977537411565,1.7302620530313661e-06,8.663851565760721e-08,8.670789585032601e-08,1.733464115079332e-07
MIST,3.1,2.3,0.0,all_explode,LC18_REC,True,10.6387,82.83,8.2523,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.3,1.0,all_explode,LC06_NL,True,10.6701,81.62,8.6624,0.001369444905949756,0.00516960386232425,0.0024610082732594222,0.020367238551336472,0.5564568477195846,0.253819576438605,6.013764015797761e-06,2.736551946282345e-06,2.7387433792723605e-06,5.4752953255547056e-06
MIST,3.1,2.3,1.0,all_explode,LC06_Langer,True,10.6701,81.62,8.6624,0.0003870353521470613,0.00016668270653879237,0.0006609017505305191,0.0006316022668499659,0.5856170782364856,0.2639045413343759,1.6996224261898182e-06,8.823420461955142e-08,8.830486264126878e-08,1.765390672608202e-07
MIST,3.1,2.3,1.0,all_explode,LC18_REC,True,10.6701,81.62,8.6624,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.3,2.0,all_explode,LC06_NL,True,11.1544,78.14,8.0214,0.0013042156946786636,0.004840301909979316,0.002157940711599992,0.01725066389003501,0.6043797624595816,0.28058641341770946,5.727317235926096e-06,2.562234547386146e-06,2.564286386863532e-06,5.126520934249678e-06
MIST,3.1,2.3,2.0,all_explode,LC06_Langer,True,11.1544,78.14,8.0214,0.00039970494551251943,0.00018203702840591157,0.0006116015110274242,0.000613163341643548,0.6535381916258816,0.29688178669972687,1.7552595272845433e-06,9.636208066350411e-08,9.643924749486627e-08,1.9280132815837036e-07
MIST,3.1,2.3,2.0,all_explode,LC18_REC,True,11.1544,78.14,8.0214,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.6,0.0,all_explode,LC06_NL,False,3.9516,81.93,3.3454,0.0005328835122330274,0.0019644046601865793,0.0009558523595668352,0.00795326125210675,0.5574956287961824,0.24699360399687934,2.340098295707912e-06,1.0398660205470333e-06,1.0406987460890132e-06,2.0805647666360467e-06
MIST,3.1,2.6,0.0,all_explode,LC06_Langer,False,3.9516,81.93,3.3454,0.0001492117819919115,6.105559906919044e-05,0.0002572328370893983,0.00023921652455619614,0.5800650635441799,0.2552315279325422,6.552468386113666e-07,3.232004287251282e-08,3.2345924788727043e-08,6.466596766123986e-08
MIST,3.1,2.6,0.0,all_explode,LC18_REC,False,3.9516,81.93,3.3454,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.6,1.0,all_explode,LC06_NL,False,3.9938,80.51,3.488,0.0005150439066975396,0.0018947615203562965,0.0009745501810322611,0.0079890926167813,0.5284939828875674,0.23716855107879212,2.2617576648733056e-06,1.0030001261916217e-06,1.003803329495879e-06,2.0068034556875006e-06
MIST,3.1,2.6,1.0,all_explode,LC06_Langer,False,3.9938,80.51,3.488,0.00014768268266887366,6.281527423618614e-05,0.00026612175422825886,0.0002543424620818122,0.5549440446804013,0.24697124389706063,6.485319700938278e-07,3.325153445896907e-08,3.327816231439167e-08,6.652969677336074e-08
MIST,3.1,2.6,1.0,all_explode,LC18_REC,False,3.9938,80.51,3.488,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.1,2.6,2.0,all_explode,LC06_NL,False,4.2362,76.64,3.3001,0.000494636967517518,0.0017760344669488259,0.0008666341368256558,0.006821674055523324,0.5707563855369179,0.26035170436072347,2.1721428757129664e-06,9.401514519544228e-07,9.40904325990022e-07,1.8810557779444448e-06
MIST,3.1,2.6,2.0,all_explode,LC06_Langer,False,4.2362,76.64,3.3001,0.0001554202930768896,7.022072189272825e-05,0.000251681973231248,0.00025405544203112925,0.6175265200026377,0.2763992037774344,6.825108200919715e-07,3.7171639893989977e-08,3.720140697298416e-08,7.437304686697414e-08
MIST,3.1,2.6,2.0,all_explode,LC18_REC,False,4.2362,76.64,3.3001,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.0,0.0,all_explode,LC06_NL,True,19.4229,84.05,13.9284,0.002362694539394025,0.009804895918596242,0.004103644342907722,0.034754743890250406,0.5757551926929148,0.2821167651115037,1.0375508601768431e-05,5.190263649537529e-06,5.194420016824445e-06,1.0384683666361974e-05
MIST,3.5,2.0,0.0,all_explode,LC06_Langer,True,19.4229,84.05,13.9284,0.000653152475098,0.00029293466897745374,0.001076232093674757,0.0010032902391743576,0.6068881228656112,0.29197400466939644,2.8682459838349335e-06,1.550662216821025e-07,1.551903988366027e-07,3.102566205187052e-07
MIST,3.5,2.0,0.0,all_explode,LC18_REC,True,19.4229,84.05,13.9284,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.0,1.0,all_explode,LC06_NL,True,20.2293,82.8,14.4995,0.0024725307219737244,0.00990314026555821,0.004192318604765854,0.035028545982432574,0.5897764352077001,0.282716281472968,1.085784190306491e-05,5.2422697153889915e-06,5.246467729175089e-06,1.0488737444564082e-05
MIST,3.5,2.0,1.0,all_explode,LC06_Langer,True,20.2293,82.8,14.4995,0.0006916683510944578,0.00031013898457096757,0.001108954990110446,0.00105456281795467,0.6237118343509788,0.29409247063392935,3.037384142002594e-06,1.6417339982876971e-07,1.643048700188228e-07,3.284782698475925e-07
MIST,3.5,2.0,1.0,all_explode,LC18_REC,True,20.2293,82.8,14.4995,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.0,2.0,all_explode,LC06_NL,True,22.7162,80.71,17.8162,0.00286891448019999,0.01064908932541438,0.004987226657217696,0.04080044634503348,0.5752524754510591,0.26100423596740047,1.2598516808138641e-05,5.637141045173844e-06,5.641655272237046e-06,1.127879631741089e-05
MIST,3.5,2.0,2.0,all_explode,LC06_Langer,True,22.7162,80.71,17.8162,0.000825610225265344,0.00036630011407999796,0.001352589539738184,0.001343322506050428,0.6103922890200337,0.2726821834891875,3.6255748896535545e-06,1.9390253427626953e-07,1.9405781158099528e-07,3.879603458572648e-07
MIST,3.5,2.0,2.0,all_explode,LC18_REC,True,22.7162,80.71,17.8162,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.3,0.0,all_explode,LC06_NL,True,7.3437,83.27,5.5178,0.0009200077121704848,0.00369029661255866,0.0016078292834516357,0.013556253101295634,0.5722048488851018,0.27222098798125577,4.040110887024087e-06,1.953474317646494e-06,1.9550386614444093e-06,3.908512979090903e-06
MIST,3.5,2.3,0.0,all_explode,LC06_Langer,True,7.3437,83.27,5.5178,0.0002568427906711066,0.00011180912024493203,0.0004278614268494452,0.0003971149413099791,0.600294334926069,0.2815535468801621,1.1278963655597023e-06,5.918663668763604e-08,5.9234033393692205e-08,1.1842067008132825e-07
MIST,3.5,2.3,0.0,all_explode,LC18_REC,True,7.3437,83.27,5.5178,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.3,1.0,all_explode,LC06_NL,True,7.6568,81.94,5.9497,0.0009573641162918096,0.0037153077477187785,0.0016986312027258306,0.014109111180790196,0.5636091664603279,0.2633268460437987,4.20415735423747e-06,1.966714069167877e-06,1.968289015369413e-06,3.93500308453729e-06
MIST,3.5,2.3,1.0,all_explode,LC06_Langer,True,7.6568,81.94,5.9497,0.0002709251446524635,0.00011857957006373473,0.0004561678915860445,0.0004329408646208636,0.5939154194094792,0.2738932259665015,1.1897374467619257e-06,6.277060329751115e-08,6.282087004689856e-08,1.255914733444097e-07
MIST,3.5,2.3,1.0,all_explode,LC18_REC,True,7.6568,81.94,5.9497,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.3,2.0,all_explode,LC06_NL,True,8.6537,79.46,7.33,0.001098064543720675,0.003962863179177468,0.002012855092457742,0.016289392212279607,0.5455258790536746,0.24327876249367364,4.822027532002854e-06,2.097758597107095e-06,2.0994384838715454e-06,4.1971970809786405e-06
MIST,3.5,2.3,2.0,all_explode,LC06_Langer,True,8.6537,79.46,7.33,0.00032228428800566797,0.00014139047356227539,0.0005573144278351569,0.0005553387131266476,0.5782808983746489,0.2546022278299741,1.4152753759168733e-06,7.484565276509737e-08,7.490558922376815e-08,1.4975124198886552e-07
MIST,3.5,2.3,2.0,all_explode,LC18_REC,True,8.6537,79.46,7.33,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.6,0.0,all_explode,LC06_NL,False,2.7018,82.6,2.0898,0.0003500473058927687,0.0013560086575781706,0.0006031068713906578,0.005065464480065629,0.5804067612189885,0.2676968050836282,1.537193561317405e-06,7.178089907652779e-07,7.183838127799049e-07,1.4361928035451828e-06
MIST,3.5,2.6,0.0,all_explode,LC06_Langer,False,2.7018,82.6,2.0898,9.855090871972743e-05,4.155986819054262e-05,0.00016256917012571651,0.00015028184753604888,0.606209090219978,0.27654616224074197,4.327752843564274e-07,2.1999894230374133e-08,2.2017511763291348e-08,4.4017405993665484e-08
MIST,3.5,2.6,0.0,all_explode,LC18_REC,False,2.7018,82.6,2.0898,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.6,1.0,all_explode,LC06_NL,False,2.811,81.11,2.3949,0.00036087897464913307,0.0013546139210968131,0.00067542949145894,0.005578369584156644,0.5342955544769417,0.24283330472475465,1.584759622219204e-06,7.170706810351212e-07,7.176449118107251e-07,1.4347155928458463e-06
MIST,3.5,2.6,1.0,all_explode,LC06_Langer,False,2.811,81.11,2.3949,0.0001032951291952814,4.40436584988751e-05,0.0001841032600134652,0.00017447245819701462,0.5610717006734507,0.2524390322347664,4.5360899753097135e-07,2.3314699268330867e-08,2.3333369698175377e-08,4.664806896650625e-08
MIST,3.5,2.6,1.0,all_explode,LC18_REC,False,2.811,81.11,2.3949,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
MIST,3.5,2.6,2.0,all_explode,LC06_NL,False,3.2004,78.26,2.9161,0.0004082509266914284,0.0014324136962388556,0.0007859468298536618,0.0062904036454682006,0.5194383528049118,0.227714114541888,1.7927882470381606e-06,7.582543252282305e-07,7.588615358990839e-07,1.5171158611273144e-06
MIST,3.5,2.6,2.0,all_explode,LC06_Langer,False,3.2004,78.26,2.9161,0.00012210580182623078,5.299502566801022e-05,0.00022197051648678646,0.00022207092978673588,0.5500991922659221,0.23864008548486554,5.362139608189982e-07,2.8053143818620113e-08,2.8075608798655044e-08,5.6128752617275154e-08
MIST,3.5,2.6,2.0,all_explode,LC18_REC,False,3.2004,78.26,2.9161,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
