subgroup,family,R_V,alpha,k_median_floor8,turnoff_prior_mean_Msun_floor8,predicted_true_living_floor8,predicted_observed_living_floor8,effective_completeness_floor8,observed_living_floor8,closure_ratio_floor8,closure_ratio_lo68_floor8,closure_ratio_hi68_floor8,shortfall_floor8,k_median_fixed,turnoff_prior_mean_Msun_fixed,predicted_true_living_fixed,predicted_observed_living_fixed,effective_completeness_fixed,observed_living_fixed,closure_ratio_fixed,closure_ratio_lo68_fixed,closure_ratio_hi68_fixed,shortfall_fixed,ratio_change,ratio_change_fraction
CygOB2-B,MIST,3.1,2.6,2237.0349026936137,61.88780538104223,48.3972410273039,32.947938768605596,0.6807813435071146,78.4266015625,2.3803189059349803,2.216317905932275,2.5600969039415844,-45.4786627938944,2237.0349026936137,61.88780538104223,48.3972410273039,46.60114716574431,0.962888507207543,78.4266015625,1.6829328532098888,1.5669808813225694,1.8100394767699677,-31.82545439675569,-0.6973860527250915,-0.2929800922835425
CygOB2-C,MIST,3.1,2.0,1210.2559860740394,69.80642667096501,133.31043701841682,88.72707548699178,0.6655673589513036,104.360986328125,1.1762022556849097,1.1028476483959286,1.2540965279748333,-15.633910841133217,1210.2559860740394,69.80642667096501,133.31043701841682,104.3161771598363,0.7825057024261727,104.360986328125,1.0004295514800168,0.9380371215093948,1.066683234903275,-0.0448091682886939,-0.17577270420489288,-0.14944088344953851
CygOB2-C,MIST,3.1,2.3,1762.4409024318318,69.80642667096501,85.31401372443405,56.36877326344961,0.660721150050704,104.360986328125,1.8513971528238715,1.7317463215737765,1.9804392367956611,-47.99221306467538,1762.4409024318318,69.80642667096501,85.31401372443405,69.27804276913291,0.8120359099842889,104.360986328125,1.50640783366102,1.4090527366067345,1.611404217538218,-35.082943558992085,-0.34498931916285147,-0.18633998579756444
CygOB2-C,MIST,3.1,2.6,2491.171622411992,69.80642667096501,54.25283131363207,35.50977751458417,0.6545239511889153,104.360986328125,2.938936643161536,2.734811669405129,3.1699195080617937,-68.85120881354082,2491.171622411992,69.80642667096501,54.25283131363207,45.91009580128715,0.8462248824560673,104.360986328125,2.2731598465799565,2.1152766560365572,2.4518166321765453,-58.450890526837846,-0.6657767965815795,-0.22653662784148207
CygOB2-A,MIST,3.5,2.0,1208.515259902707,57.619525698618666,129.28856336248938,87.12595100299308,0.6738875329499641,72.0868921875,0.8273871488074037,0.7820187054003372,0.8771066646749319,15.039058815493078,1208.515259902707,57.619525698618666,129.28856336248938,102.19987796522204,0.7904788738249171,72.0868921875,0.7053520378178015,0.6666751934216543,0.7477381951167457,30.112985777722045,-0.12203511098960218,-0.1474945690968293
CygOB2-A,MIST,3.5,2.3,1728.843702890145,57.619525698618666,82.06451343440266,54.78411610836881,0.6675737638066894,72.0868921875,1.315835634637318,1.240415555487472,1.397671564820273,-17.302776079131185,1728.843702890145,57.619525698618666,82.06451343440266,67.01303071097819,0.8165896306025661,72.0868921875,1.0757145501806205,1.0140575510983412,1.142616599728499,-5.073861476521813,-0.24012108445669744,-0.18248562216730185
CygOB2-A,MIST,3.5,2.6,2410.356504015281,57.619525698618666,51.82186325891651,34.22832345029986,0.6604996674721169,72.0868921875,2.106059687444857,1.976588732183448,2.2460598197760753,-37.85856873720014,2410.356504015281,57.619525698618666,51.82186325891651,43.91795661743495,0.847479304208121,72.0868921875,1.6413990481260752,1.540493312171422,1.750510905361604,-28.168935570065045,-0.464660639318782,-0.22063032785292233
CygOB2-B,MIST,3.5,2.0,1236.9322711063546,69.12996117060038,136.2488461290562,95.761534337115,0.702842901483428,90.622335546875,0.9463333704308854,0.8848499882816883,1.0113753327469122,5.139198790240002,1236.9322711063546,69.12996117060038,136.2488461290562,118.73149391129542,0.8714311884801712,90.622335546875,0.763254403373204,0.7136656816542551,0.8157132574017139,28.109158364420423,-0.18307896705768134,-0.19346138768658414
CygOB2-B,MIST,3.5,2.3,1785.4574813489853,69.12996117060038,86.42817121301599,59.762039036980674,0.6914648105845907,90.622335546875,1.5163862714054654,1.410664061591635,1.6287213254949606,-30.86029650989432,1785.4574813489853,69.12996117060038,86.42817121301599,78.85900945330543,0.912422516252772,90.622335546875,1.1491690825832013,1.0690491968051388,1.2343004066292245,-11.76332609356956,-0.3672171888222642,-0.2421659940787437
CygOB2-B,MIST,3.5,2.6,2510.2629105929923,69.12996117060038,54.66860212120129,37.17413873204986,0.6799906580679367,90.622335546875,2.4377790215955835,2.2587276174903312,2.641807470998513,-53.44819681482513,2510.2629105929923,69.12996117060038,54.66860212120129,52.68270036877936,0.963673815035198,90.622335546875,1.7201535781673654,1.5938107428573995,1.8641207975827971,-37.939635178095635,-0.7176254434282181,-0.29437674090677646
CygOB2-C,MIST,3.5,2.0,1375.9925701836091,120.0,160.86478699043042,107.3869386889701,0.667560257891358,120.954698828125,1.126344603028976,1.0534997632436098,1.2045310857719411,-13.5677601391549,1375.9925701836091,120.0,160.86478699043042,126.07330802639484,0.7837222202886125,120.954698828125,0.9593997391010144,0.8973518364458287,1.0259975555624272,5.118609198269823,-0.1669448639279617,-0.14821828371087503
CygOB2-C,MIST,3.5,2.3,2044.563652726452,120.0,102.63974847789206,68.03364207621627,0.6628391347906535,120.954698828125,1.777865995952748,1.657086669946637,1.9119324767780077,-52.921056751908736,2044.563652726452,120.0,102.63974847789206,83.86881285795495,0.8171182617036494,120.954698828125,1.4421892322832903,1.3442141071360765,1.5509427803552247,-37.085885970170054,-0.33567676366945776,-0.18880881035669425
CygOB2-C,MIST,3.5,2.6,2935.761077811838,120.0,65.3379600178094,42.87868106697301,0.6562598687697844,120.954698828125,2.8208586602559818,2.60553516168299,3.0690414934648675,-78.076017761152,2935.761077811838,120.0,65.3379600178094,55.87816286143962,0.85521743939065,120.954698828125,2.1646148089738535,1.9993841151081555,2.355060450106505,-65.07653596668538,-0.6562438512821283,-0.23263974921117697
