subgroup,bin0,bin1,bin2,bin3,bin4,bin5,chi2_p,trend_p,max_abs_residual,pass
CygOB2-A,1.2327086796414262,1.3391733966765174,-0.3568856383199414,-0.3313329078599421,0.1058636916593759,1.0884818105860463,0.4476448736087042,0.4684781341107872,1.3391733966765174,True
CygOB2-B,0.8736981998319114,2.2710794988085294,0.36081313494455264,-0.2388644589273998,-0.026692292600816087,0.17227412896255676,0.2929479732887663,0.11078717201166179,2.2710794988085294,True
CygOB2-C,1.5030081672953883,0.5466268690813143,0.7359795615042412,-0.0671789324522137,0.21318857318893197,1.5555752046510112,0.3504091925141227,0.9571545189504373,1.5555752046510112,True
