source_id,subgroup,mass_PARSEC_rv3.1,J,H,Ks,jks_obs,jks_intrinsic,av_wp3,av_nir,delta_av,av_nir_fixed,delta_av_fixed
2067778405134007808,CygOB2-C,4.93326841971218,12.502,11.635,11.231,1.2709999,-0.14299902534125336,6.77016011908597,8.28874644261143,-1.5185863235254597,8.171959,-1.4017988042538736
2067778542570445184,CygOB2-C,2.505199606653921,13.11,12.168,11.798,1.3119993,0.3079799919647862,6.8669472528189575,5.885479432026821,0.9814678207921368,8.412294,-1.5453471349984254
2067778714372029056,CygOB2-C,4.773263768069468,12.606,11.942,11.572,1.0340004,-0.14033159039039664,6.666408108923471,6.883838345335341,-0.21743023641186987,6.782687,-0.11627907827135342
2067778748731771008,CygOB2-C,13.219192645722439,10.494,9.706,9.37,1.1240005,-0.19724053765517302,6.72777923847146,7.7450075086871735,-1.0172282702157132,7.310261,-0.5824815342336178
2067778748731771776,CygOB2-C,4.328553344234185,12.757,12.063,11.71,1.0469999,-0.13057106702077229,6.71302750835515,6.90282516507706,-0.1897976567219093,6.858889,-0.14586159458064074
2067778783091509888,CygOB2-C,15.967,10.169,9.597,9.282,0.8870001,-0.21450499999999986,7.005014460633419,6.456932977612489,0.5480814830209297,5.9209833,1.0840311461192584
2067779053670814208,CygOB2-C,2.7945397008433983,12.738,11.764,11.036,1.7019997,0.01850030484773775,6.52728228475071,9.868535960961772,-3.3412536762110623,10.698444,-4.171162081704368
2067779092330901376,CygOB2-C,4.907644464096479,12.549,11.977,11.666,0.8829994,-0.14261466564053085,6.036175489397971,6.012066135328943,0.024109354069028477,5.8975315,0.13864397999855704
2067779126689087104,CygOB2-C,8.246972605504826,11.372,10.834,10.496,0.87599945,-0.190963671266058,6.18928516638507,6.254450813313314,-0.06516564692824378,5.8564987,0.33278644812335134
2067779161048611584,CygOB2-C,4.916897200752386,12.547,12.072,11.746,0.80099964,-0.14275345682270685,5.98711202592334,5.532203701732012,0.45490832419132765,5.416856,0.5702562138505858
2067779229768091136,CygOB2-C,8.001,10.275,9.747,9.419,0.85599995,-0.18801200000000004,6.54741842853832,6.119912894977523,0.42750553356079646,5.7392635,0.8081548939924215
2067779229768092800,CygOB2-C,2.840722215097194,12.852,11.894,11.262,1.5900002,-0.017664405139534312,6.63568127745654,9.4239985373063,-2.7883172598497596,10.041912,-3.4062308014008815
2067779332847308672,CygOB2-C,6.590636591616498,12.083,11.597,11.295,0.7880001,-0.16958216057572217,6.196524941765134,5.6132691635402026,0.583255778224931,5.340654,0.8558710454333465
2067779367207046528,CygOB2-C,3.9637733847192296,13.124,12.524,12.203,0.9209995,-0.12191320050531355,6.168989644193386,6.113469362184513,0.05552028200887271,6.120285,0.04870461001369808
2067779710804426112,CygOB2-C,3.1098000096442324,13.499,12.785,12.283,1.2159996,-0.07428628584313543,6.262749645944231,7.563550663150696,-1.3008010172064655,7.8495517,-1.5868020317596265
2067779779523905792,CygOB2-C,15.967,9.894,9.379,9.101,0.7930002,-0.21450499999999986,6.300806571335605,5.905913448034893,0.39489312330071247,5.369964,0.9308424485633884
2067779882603123200,CygOB2-C,7.663537520776528,11.915,10.356,9.436,2.479,-0.1836259877700949,6.551522854007426,15.608096948036549,-9.056574094029124,15.253157,-8.701633807979878
2067779882603124224,CygOB2-C,5.436930514040441,12.426,11.862,11.502,0.9239998,-0.15255396396131127,6.301422458068318,6.310670294841163,-0.00924783677284502,6.137872,0.16355023898262466
2067779916962859136,CygOB2-A,8.995,10.583,10.067,9.781,0.80200005,-0.19893999999999984,6.118084465998665,5.86742892476398,0.2506555412346847,5.4227204,0.6953640337171709
2067779947025798016,CygOB2-C,2.36816162487825,14.166,13.51,13.11,1.0560007,0.3698686015385969,6.356041164088168,4.0220504651076405,2.3339906989805277,6.911651,-0.5556099704027986
2067780054401819008,CygOB2-C,4.0678941162260225,13.09,12.528,12.165,0.9250002,-0.1246973545240781,6.450555967439594,6.153241410706958,0.29731455673263607,6.143737,0.3068191281451602
2067780054401820160,CygOB2-C,3.083208694085509,13.4,12.562,12.174,1.2259998,-0.07037579848001337,6.62187868513032,7.599248231333736,-0.9773695462034162,7.908172,-1.2862934454543966
2067780054401820544,CygOB2-C,23.642,8.971,8.434,8.165,0.80599976,-0.24294060599265174,6.440799254378233,6.148802863321598,0.2919963910566352,5.446166,0.9946332158650497
2067780157481038592,CygOB2-C,3.5129761415468588,13.405,12.731,12.35,1.0549994,-0.10910736389296624,6.515004132646468,6.82389863632584,-0.30889450367937155,6.9057813,-0.39077713642701806
2067780294919990784,CygOB2-C,3.234960223703943,14.027,13.438,13.075,0.9520006,-0.09958630980318002,6.337488453218856,6.16431681699633,0.17317163622252618,6.302011,0.03547744018784993
2067780294919991040,CygOB2-C,4.054068902976292,13.095,12.494,12.17,0.9250002,-0.124351723863276,6.342080039122812,6.151215351958451,0.19086468716436045,6.143737,0.19834319982837822
2067780329279732736,CygOB2-C,2.9911172677641233,13.008,12.204,11.816,1.1920004,-0.07300000000000001,6.686171794419118,7.4153291240144705,-0.7291573295953526,7.70887,-1.0226981396629133
2067780397999212160,CygOB2-C,3.704937246071511,13.384,12.577,12.126,1.2579994,-0.11462342694991218,6.579761621532531,8.046203196629099,-1.4664415750965683,8.095751,-1.5159891871832896
2067780397999213952,CygOB2-C,15.441,10.23,9.68,9.428,0.8019991,-0.2066149999999999,6.55859701770411,5.912413558530302,0.646183459173808,5.4227147,1.1358823074685143
2067780432358951296,CygOB2-C,11.92,10.239,9.68,9.36,0.87900066,-0.20174577215128955,6.612175326367096,6.335247475753959,0.27692785061313696,5.874091,0.7380841779906309
2067780432358951680,CygOB2-C,5.517702809697424,12.509,11.751,11.34,1.1689997,-0.1537655495514129,6.646992999919768,7.753941860930722,-1.1069488610109532,7.574042,-0.9270488434945383
2067780462421871232,CygOB2-C,5.351257750270075,12.588,12.053,11.752,0.83600044,-0.15102516170540578,6.360020532640118,5.785863602983471,0.5741569296566471,5.622028,0.7379926586471983
2067780496781612160,CygOB2-C,4.07895641147223,13.107,12.528,12.18,0.92700005,-0.124973912168931,6.403063140878715,6.16658555623994,0.23647758463877544,6.15546,0.2476032600498579
2067780741596586752,CygOB2-C,9.998,10.737,10.226,9.888,0.84900093,-0.1780540775177109,6.369966881815671,6.020512705505308,0.34945417631036335,5.6982355,0.6717313700358858
2067780806019457792,CygOB2-C,2.5220066271214643,13.4,12.279,11.746,1.6539993,0.2987811469846508,6.788418790642016,7.944178466839412,-1.1557596761973965,10.41707,-3.6286515981519294
2067780840378999424,CygOB2-C,2.3987189066843415,14.135,13.413,13.025,1.1100006,0.35843524622089407,6.153668694589137,4.405614876693921,1.748053817895216,7.228194,-1.074525542166234
2067780913395286016,CygOB2-C,3.1535967178016495,13.922,13.329,12.92,1.0019999,-0.08220726168481757,6.4474948711423945,6.355533704499502,0.09196116664289278,6.5951023,-0.14760743903826956
2067780947755025920,CygOB2-C,40.427,6.493,5.891,5.542,0.9510002,-0.22954632365556002,6.61252474355744,6.9202675315940505,-0.30774278803661037,6.296147,0.3163778738980163
2067781046540213888,CygOB2-C,2.5432990710795274,13.363,12.493,12.038,1.3249998,0.28657477145359256,6.16040367576922,6.08716289128857,0.07324078448064952,8.488502,-2.32809787299787
2067781085193980160,CygOB2-A,3.911617991218457,12.938,12.237,11.877,1.0609999,-0.12079044767365331,5.871723811593528,6.927558472603646,-1.0558346610101186,6.9409556,-1.0692318272919703
2067781222632604160,CygOB2-C,5.262716786481265,12.554,11.813,11.436,1.118,-0.14925434074026636,6.791024051872091,7.428541783623607,-0.6375177317515162,7.275086,-0.4840618741838174
2067781325712152448,CygOB2-C,3.955620100124627,13.156,12.512,12.187,0.96899986,-0.12166860173425055,6.701549173459369,6.393409597689791,0.3081395757695775,6.401659,0.2998901616185483
2067781566230003328,CygOB2-C,4.06883259532097,13.114,12.302,12.017,1.0970001,-0.1247208165238228,6.73235985304554,7.161628514460099,-0.4292686614145591,7.151986,-0.4196262690858079
2067781596291486720,CygOB2-C,6.145188917613732,12.231,11.605,11.242,0.9890003,-0.16317783584077247,6.7260239441221605,6.753974395506992,-0.027950451384831432,6.5189004,0.20712354968246327
2067781738029013504,CygOB2-C,3.0566908566691717,13.371,12.517,12.088,1.283,-0.07000000000000006,6.699200995805019,7.93117562229537,-1.2319746264903513,8.242302,-1.5431009451129496
2067781836809664128,CygOB2-C,3.065964730653469,13.894,13.137,12.627,1.2670002,-0.07000000000000006,6.6248417039188725,7.8373861345640705,-1.212544430645198,8.148513,-1.5236711363521236
2067781841108226432,CygOB2-B,7.6022645672010745,11.857,11.158,10.885,0.9720001,-0.18322682877653582,6.536465278289706,6.771846180665352,-0.23538090237564635,6.4192467,0.11721860470572132
2067781871168657280,CygOB2-C,6.031610340041545,12.169,11.392,11.002,1.1669998,-0.16147415555273048,6.690910213897704,7.787406093526095,-1.0964958796283915,7.562319,-0.8714085879821791
2067781871173898624,CygOB2-C,22.717,9.034,8.559,8.28,0.75400066,-0.24381395063457412,6.212589321462633,5.849107900857525,0.36348142060510824,5.1413517,1.0712376216335313
2067781875467969408,CygOB2-C,7.0949500186101515,11.962,11.005,10.185,1.7769995,-0.1762343502419319,6.7803732393492195,11.449697394995063,-4.669324155645843,11.138087,-4.357714033294823
2067781875467969536,CygOB2-C,4.557162094261027,12.241,12.361,10.79,1.4510002,-0.13514324297587435,6.6641381612508,9.297843597470507,-2.6337054362197074,9.227106,-2.562967933109552
2067781905528395776,CygOB2-C,24.561,8.655,8.135,7.764,0.8909998,-0.23078524438345444,6.678770718882776,6.575812416927081,0.10295830195569433,5.9444294,0.7343413212997678
2067781909827708928,CygOB2-C,5.721522132052971,12.403,11.709,11.348,1.0550003,-0.15682283361059576,6.731963658111351,7.103608419122102,-0.37164476101075117,6.905787,-0.1738233330080341
2067781909827709312,CygOB2-C,5.317434535517082,12.529,11.89,11.525,1.0040007,-0.15034869676499835,6.700655031506042,6.766701817747769,-0.06604678624172777,6.606831,0.09382395774505525
2067781909827709824,CygOB2-C,4.124161861598045,13.092,12.446,12.104,0.9879999,-0.12610404949966234,6.648962277846278,6.530786594462289,0.11817568338398843,6.513036,0.13592650361532055
2067781944187447168,CygOB2-C,3.632777940754864,13.405,12.744,12.431,0.974,-0.11281944474634382,6.651450395766466,6.370846824156905,0.2806035716095616,6.4309697,0.22048068064805815
2067781944187450240,CygOB2-C,11.059633932314963,11.069,10.357,10.035,1.0340004,-0.1767523925284694,6.6946030803631675,7.097334117464512,-0.4027310371013444,6.782687,-0.08808410683165668
2067781944187451264,CygOB2-C,10.094702762751629,11.211,10.63,10.336,0.875,-0.17771589171174523,6.710738530211188,6.170934711476439,0.5398038187347494,5.85064,0.860098710112311
2067781978547190912,CygOB2-C,3.4160374522940167,13.407,12.612,12.219,1.1879997,-0.10799999999999998,6.739600271130625,7.597044705168668,-0.8574444340380429,7.6854186,-0.9458183346738185
2067782042968100992,CygOB2-C,6.6655999773924375,12.18,11.565,11.236,0.94400024,-0.1705742853687954,6.590403316253111,6.53354500186507,0.05685831438804101,6.2551136,0.33528971456854073
2067782111687592704,CygOB2-C,6.9467995975935395,11.919,11.036,10.212,1.7069998,-0.17429590375778,6.80611586128386,11.028001876979195,-4.221886015695334,10.727755,-3.9216387316116474
2067782111687596032,CygOB2-C,6.132633390486863,12.115,11.087,10.404,1.7109995,-0.16298950275429383,6.863448779301339,10.985170650641484,-4.121721871340145,10.751201,-3.8877518966630165
2067782115986143616,CygOB2-C,10.382913252248208,11.123,10.34,10.08,1.0430002,-0.1768512602432554,6.755578271498871,7.150669909397521,-0.3950916378986493,6.8354435,-0.07986522520523032
2067782115986145280,CygOB2-C,3.7143422508479507,13.29,12.565,12.237,1.0529995,-0.1148585520133634,6.708367240192223,6.845888644924656,-0.1375214047324329,6.894058,-0.1856909873468391
2067782115986145920,CygOB2-C,6.788597950440756,12.133,11.46,11.148,0.9850006,-0.17220213791702108,6.709105374643278,6.7834281440313715,-0.07432276938809323,6.4954543,0.21365106327242867
2067782150345885568,CygOB2-C,7.205953582366528,11.878,11.174,10.805,1.073,-0.17767739657076484,6.762440022211502,7.33136864147183,-0.568928619260328,7.011299,-0.2488591110892795
2067782219065366784,CygOB2-A,5.686581359644596,12.436,11.792,11.496,0.9399996,-0.15529872402368616,6.684245910860593,6.420549342231376,0.263696568629217,6.231662,0.4525841142907687
2067782253424782848,CygOB2-A,7.064894470106005,11.912,11.25,10.874,1.0380001,-0.175778733641272,6.740091736725481,7.1150725828092005,-0.3749808460837194,6.806133,-0.06604105670103255
2067782287784523776,CygOB2-C,7.600766911238086,11.739,11.07,10.711,1.0279999,-0.18280996984609513,6.761511732263318,7.097668589848759,-0.3361568575854408,6.7475123,0.013999391717663734
2067782322144266624,CygOB2-C,2.9178091622593954,12.557,11.695,11.254,1.3030005,-0.06100304551468662,6.912349115552182,7.9956772612113145,-1.0833281456591326,8.359544,-1.447194684801822
2067782390864061696,CygOB2-A,3.8081686269069217,13.3,12.599,12.28,1.0200005,-0.11820421109988838,6.698129058670849,6.672062951793972,0.02606610687687727,6.7006207,-0.002491592574267898
2067782425223801472,CygOB2-C,3.2200507514308137,13.159,12.375,11.989,1.1700001,-0.09683886899900848,6.776560356288239,7.426106590494125,-0.6495462342058858,7.579906,-0.8033456304976498
2067782425223802240,CygOB2-C,7.724212375864836,11.683,10.424,9.807,1.8759995,-0.1844147608862429,6.900799620503025,12.077980087791056,-5.177180467288031,11.718416,-4.817616593486233
2067782425223804416,CygOB2-C,4.037356430777988,12.955,12.262,11.931,1.0240002,-0.12393391165993448,6.730473784447385,6.72909596358009,0.0013778208672947656,6.7240667,0.0064070501334203556
